	Time [s]	Theta 2 (Top Pendulum) (Relative Rotation X) [°]	
2730	1.056	-10.052	
2731	1.0563	-10.054	
2732	1.0566	-10.056	
2733	1.0569	-10.059	
2734	1.0573	-10.063	
2735	1.0577	-10.068	
2736	1.058	-10.074	
2737	1.0584	-10.081	
2738	1.0588	-10.088	
2739	1.0591	-10.096	
2740	1.0595	-10.105	
2741	1.0599	-10.114	
2742	1.0603	-10.124	
2743	1.0607	-10.135	
2744	1.061	-10.146	
2745	1.0614	-10.158	
2746	1.0618	-10.17	
2747	1.0623	-10.183	
2748	1.0627	-10.196	
2749	1.0631	-10.211	
2750	1.0636	-10.226	
2751	1.0642	-10.245	
2752	1.0649	-10.264	
2753	1.0652	-10.273	
2754	1.0655	-10.284	
2755	1.0659	-10.294	
2756	1.0663	-10.305	
2757	1.0667	-10.315	
2758	1.0671	-10.325	
2759	1.0673	-10.33	
2760	1.0675	-10.335	
2761	1.0678	-10.342	
2762	1.0681	-10.348	
2763	1.0684	-10.354	
2764	1.0687	-10.361	
2765	1.0691	-10.367	
2766	1.0694	-10.373	
2767	1.0698	-10.379	
2768	1.0701	-10.384	
2769	1.0705	-10.389	
2770	1.0708	-10.393	
2771	1.0712	-10.397	
2772	1.0715	-10.401	
2773	1.0719	-10.404	
2774	1.0723	-10.406	
2775	1.0726	-10.408	
2776	1.073	-10.41	
2777	1.0734	-10.411	
2778	1.0737	-10.412	
2779	1.0741	-10.412	
2780	1.0745	-10.412	
2781	1.0749	-10.411	
2782	1.0753	-10.41	
2783	1.0757	-10.408	
2784	1.0761	-10.406	
2785	1.0765	-10.403	
2786	1.0769	-10.4	
2787	1.0774	-10.397	
2788	1.0778	-10.393	
2789	1.0783	-10.388	
2790	1.0788	-10.383	
2791	1.0793	-10.378	
2792	1.0799	-10.372	
2793	1.0806	-10.366	
2794	1.0814	-10.36	
2795	1.0822	-10.355	
2796	1.0826	-10.354	
2797	1.083	-10.354	
2798	1.0835	-10.354	
2799	1.0839	-10.355	
2800	1.0842	-10.357	
2801	1.0844	-10.358	
2802	1.0847	-10.361	
2803	1.0851	-10.364	
2804	1.0854	-10.368	
2805	1.0858	-10.373	
2806	1.0861	-10.379	
2807	1.0865	-10.385	
2808	1.0869	-10.393	
2809	1.0873	-10.401	
2810	1.0876	-10.41	
2811	1.088	-10.419	
2812	1.0884	-10.429	
2813	1.0888	-10.44	
2814	1.0892	-10.451	
2815	1.0895	-10.463	
2816	1.0899	-10.475	
2817	1.0903	-10.488	
2818	1.0907	-10.502	
2819	1.0912	-10.516	
2820	1.0916	-10.531	
2821	1.0921	-10.547	
2822	1.0927	-10.565	
2823	1.0933	-10.586	
2824	1.0936	-10.596	
2825	1.094	-10.607	
2826	1.0944	-10.618	
2827	1.0948	-10.63	
2828	1.0952	-10.641	
2829	1.0956	-10.652	
2830	1.0958	-10.657	
2831	1.096	-10.664	
2832	1.0963	-10.67	
2833	1.0966	-10.677	
2834	1.0969	-10.685	
2835	1.0972	-10.692	
2836	1.0976	-10.699	
2837	1.0979	-10.706	
2838	1.0982	-10.713	
2839	1.0986	-10.719	
2840	1.099	-10.725	
2841	1.0993	-10.73	
2842	1.0997	-10.735	
2843	1.1	-10.74	
2844	1.1004	-10.744	
2845	1.1008	-10.748	
2846	1.1011	-10.752	
2847	1.1015	-10.754	
2848	1.1019	-10.757	
2849	1.1022	-10.759	
2850	1.1026	-10.761	
2851	1.103	-10.762	
2852	1.1034	-10.763	
2853	1.1038	-10.763	
2854	1.1042	-10.763	
2855	1.1046	-10.762	
2856	1.105	-10.761	
2857	1.1054	-10.76	
2858	1.1058	-10.758	
2859	1.1063	-10.755	
2860	1.1068	-10.753	
2861	1.1073	-10.75	
2862	1.1078	-10.746	
2863	1.1084	-10.743	
2864	1.109	-10.739	
2865	1.1098	-10.736	
2866	1.1106	-10.735	
2867	1.111	-10.735	
2868	1.1115	-10.736	
2869	1.1119	-10.738	
2870	1.1124	-10.74	
2871	1.1126	-10.742	
2872	1.1129	-10.745	
2873	1.1132	-10.748	
2874	1.1135	-10.753	
2875	1.1139	-10.758	
2876	1.1142	-10.764	
2877	1.1146	-10.771	
2878	1.115	-10.779	
2879	1.1154	-10.788	
2880	1.1158	-10.798	
2881	1.1159	-10.803	
2882	1.1162	-10.809	
2883	1.1164	-10.817	
2884	1.1167	-10.825	
2885	1.117	-10.835	
2886	1.1174	-10.846	
2887	1.1177	-10.857	
2888	1.1181	-10.87	
2889	1.1184	-10.883	
2890	1.1188	-10.897	
2891	1.1192	-10.911	
2892	1.1196	-10.927	
2893	1.1201	-10.943	
2894	1.1205	-10.961	
2895	1.1211	-10.981	
2896	1.1217	-11.005	
2897	1.1221	-11.016	
2898	1.1224	-11.029	
2899	1.1228	-11.043	
2900	1.1232	-11.056	
2901	1.1236	-11.07	
2902	1.1238	-11.076	
2903	1.1241	-11.084	
2904	1.1244	-11.092	
2905	1.1247	-11.101	
2906	1.125	-11.11	
2907	1.1253	-11.119	
2908	1.1257	-11.128	
2909	1.126	-11.137	
2910	1.1264	-11.146	
2911	1.1267	-11.154	
2912	1.1271	-11.162	
2913	1.1274	-11.169	
2914	1.1278	-11.176	
2915	1.1282	-11.182	
2916	1.1285	-11.188	
2917	1.1289	-11.194	
2918	1.1293	-11.199	
2919	1.1296	-11.203	
2920	1.13	-11.207	
2921	1.1304	-11.211	
2922	1.1307	-11.214	
2923	1.1311	-11.217	
2924	1.1315	-11.219	
2925	1.1319	-11.221	
2926	1.1323	-11.222	
2927	1.1327	-11.223	
2928	1.1331	-11.224	
2929	1.1335	-11.223	
2930	1.1339	-11.223	
2931	1.1343	-11.222	
2932	1.1348	-11.221	
2933	1.1353	-11.219	
2934	1.1358	-11.217	
2935	1.1363	-11.215	
2936	1.1369	-11.212	
2937	1.1375	-11.21	
2938	1.1382	-11.209	
2939	1.1391	-11.209	
2940	1.1395	-11.21	
2941	1.1399	-11.211	
2942	1.1404	-11.214	
2943	1.1408	-11.218	
2944	1.1413	-11.224	
2945	1.1415	-11.227	
2946	1.1418	-11.231	
2947	1.1421	-11.236	
2948	1.1424	-11.242	
2949	1.1428	-11.25	
2950	1.1431	-11.258	
2951	1.1435	-11.267	
2952	1.1439	-11.278	
2953	1.1442	-11.289	
2954	1.1446	-11.301	
2955	1.145	-11.313	
2956	1.1454	-11.327	
2957	1.1458	-11.341	
2958	1.1461	-11.356	
2959	1.1465	-11.371	
2960	1.1469	-11.387	
2961	1.1473	-11.404	
2962	1.1477	-11.422	
2963	1.1481	-11.44	
2964	1.1486	-11.459	
2965	1.149	-11.48	
2966	1.1496	-11.503	
2967	1.1502	-11.532	
2968	1.1506	-11.546	
2969	1.151	-11.562	
2970	1.1514	-11.578	
2971	1.1518	-11.594	
2972	1.1522	-11.61	
2973	1.1524	-11.618	
2974	1.1526	-11.627	
2975	1.1529	-11.637	
2976	1.1532	-11.648	
2977	1.1535	-11.659	
2978	1.1539	-11.669	
2979	1.1542	-11.68	
2980	1.1546	-11.691	
2981	1.1549	-11.701	
2982	1.1553	-11.71	
2983	1.1556	-11.72	
2984	1.156	-11.728	
2985	1.1564	-11.736	
2986	1.1567	-11.744	
2987	1.1571	-11.751	
2988	1.1575	-11.758	
2989	1.1578	-11.764	
2990	1.1582	-11.769	
2991	1.1586	-11.774	
2992	1.1589	-11.778	
2993	1.1593	-11.782	
2994	1.1597	-11.785	
2995	1.16	-11.788	
2996	1.1604	-11.79	
2997	1.1608	-11.792	
2998	1.1612	-11.793	
2999	1.1616	-11.793	
3000	1.162	-11.793	
3001	1.1625	-11.793	
3002	1.1629	-11.792	
3003	1.1634	-11.79	
3004	1.1638	-11.788	
3005	1.1643	-11.786	
3006	1.1649	-11.783	
3007	1.1654	-11.781	
3008	1.1661	-11.778	
3009	1.1668	-11.777	
3010	1.1676	-11.777	
3011	1.1681	-11.778	
3012	1.1685	-11.781	
3013	1.169	-11.784	
3014	1.1694	-11.789	
3015	1.1699	-11.796	
3016	1.1701	-11.799	
3017	1.1704	-11.804	
3018	1.1707	-11.81	
3019	1.171	-11.818	
3020	1.1714	-11.826	
3021	1.1717	-11.836	
3022	1.1721	-11.847	
3023	1.1725	-11.86	
3024	1.1728	-11.873	
3025	1.1732	-11.887	
3026	1.1736	-11.902	
3027	1.174	-11.918	
3028	1.1743	-11.935	
3029	1.1747	-11.952	
3030	1.1751	-11.97	
3031	1.1755	-11.989	
3032	1.1759	-12.009	
3033	1.1763	-12.03	
3034	1.1767	-12.052	
3035	1.1772	-12.074	
3036	1.1776	-12.099	
3037	1.1782	-12.126	
3038	1.1788	-12.16	
3039	1.1792	-12.177	
3040	1.1795	-12.195	
3041	1.1799	-12.214	
3042	1.1803	-12.233	
3043	1.1808	-12.252	
3044	1.181	-12.261	
3045	1.1812	-12.272	
3046	1.1815	-12.283	
3047	1.1818	-12.296	
3048	1.1821	-12.309	
3049	1.1824	-12.321	
3050	1.1828	-12.334	
3051	1.1831	-12.346	
3052	1.1835	-12.358	
3053	1.1839	-12.369	
3054	1.1842	-12.379	
3055	1.1846	-12.389	
3056	1.1849	-12.399	
3057	1.1853	-12.407	
3058	1.1857	-12.415	
3059	1.186	-12.422	
3060	1.1864	-12.429	
3061	1.1867	-12.435	
3062	1.1871	-12.44	
3063	1.1875	-12.445	
3064	1.1879	-12.449	
3065	1.1882	-12.452	
3066	1.1886	-12.454	
3067	1.189	-12.456	
3068	1.1894	-12.457	
3069	1.1898	-12.457	
3070	1.1902	-12.457	
3071	1.1906	-12.456	
3072	1.191	-12.454	
3073	1.1915	-12.452	
3074	1.1919	-12.449	
3075	1.1924	-12.446	
3076	1.1929	-12.442	
3077	1.1934	-12.438	
3078	1.194	-12.433	
3079	1.1946	-12.429	
3080	1.1954	-12.425	
3081	1.1962	-12.424	
3082	1.1966	-12.424	
3083	1.1971	-12.426	
3084	1.1975	-12.43	
3085	1.198	-12.435	
3086	1.1982	-12.438	
3087	1.1985	-12.442	
3088	1.1988	-12.448	
3089	1.1991	-12.455	
3090	1.1995	-12.463	
3091	1.1999	-12.473	
3092	1.2002	-12.485	
3093	1.2006	-12.498	
3094	1.201	-12.512	
3095	1.2014	-12.527	
3096	1.2016	-12.535	
3097	1.2018	-12.545	
3098	1.202	-12.557	
3099	1.2023	-12.571	
3100	1.2027	-12.587	
3101	1.203	-12.604	
3102	1.2033	-12.622	
3103	1.2037	-12.642	
3104	1.2041	-12.663	
3105	1.2044	-12.685	
3106	1.2048	-12.708	
3107	1.2052	-12.733	
3108	1.2057	-12.759	
3109	1.2061	-12.788	
3110	1.2067	-12.819	
3111	1.2073	-12.859	
3112	1.2077	-12.879	
3113	1.2081	-12.9	
3114	1.2085	-12.923	
3115	1.2089	-12.945	
3116	1.2093	-12.967	
3117	1.2095	-12.977	
3118	1.2098	-12.99	
3119	1.21	-13.003	
3120	1.2103	-13.017	
3121	1.2107	-13.032	
3122	1.211	-13.047	
3123	1.2113	-13.061	
3124	1.2117	-13.075	
3125	1.212	-13.088	
3126	1.2124	-13.1	
3127	1.2128	-13.112	
3128	1.2131	-13.123	
3129	1.2135	-13.133	
3130	1.2138	-13.143	
3131	1.2142	-13.151	
3132	1.2146	-13.159	
3133	1.2149	-13.165	
3134	1.2153	-13.171	
3135	1.2157	-13.176	
3136	1.216	-13.181	
3137	1.2164	-13.184	
3138	1.2168	-13.186	
3139	1.2172	-13.188	
3140	1.2175	-13.188	
3141	1.2179	-13.188	
3142	1.2183	-13.187	
3143	1.2187	-13.185	
3144	1.2192	-13.182	
3145	1.2196	-13.179	
3146	1.22	-13.174	
3147	1.2205	-13.169	
3148	1.2209	-13.163	
3149	1.2214	-13.156	
3150	1.222	-13.149	
3151	1.2225	-13.141	
3152	1.2232	-13.133	
3153	1.2239	-13.126	
3154	1.2248	-13.121	
3155	1.2252	-13.12	
3156	1.2256	-13.12	
3157	1.2261	-13.122	
3158	1.2265	-13.127	
3159	1.227	-13.133	
3160	1.2272	-13.137	
3161	1.2275	-13.142	
3162	1.2278	-13.149	
3163	1.2281	-13.157	
3164	1.2285	-13.167	
3165	1.2288	-13.179	
3166	1.2292	-13.193	
3167	1.2296	-13.208	
3168	1.2299	-13.224	
3169	1.2303	-13.242	
3170	1.2307	-13.261	
3171	1.2311	-13.282	
3172	1.2314	-13.303	
3173	1.2318	-13.326	
3174	1.2322	-13.35	
3175	1.2326	-13.374	
3176	1.233	-13.4	
3177	1.2334	-13.428	
3178	1.2338	-13.456	
3179	1.2343	-13.486	
3180	1.2347	-13.519	
3181	1.2353	-13.555	
3182	1.2359	-13.6	
3183	1.2363	-13.622	
3184	1.2366	-13.646	
3185	1.237	-13.671	
3186	1.2375	-13.696	
3187	1.2379	-13.72	
3188	1.2381	-13.732	
3189	1.2383	-13.746	
3190	1.2386	-13.761	
3191	1.2389	-13.777	
3192	1.2392	-13.793	
3193	1.2396	-13.809	
3194	1.2399	-13.824	
3195	1.2403	-13.839	
3196	1.2406	-13.854	
3197	1.241	-13.867	
3198	1.2413	-13.879	
3199	1.2417	-13.891	
3200	1.2421	-13.902	
3201	1.2424	-13.911	
3202	1.2428	-13.919	
3203	1.2431	-13.927	
3204	1.2435	-13.933	
3205	1.2439	-13.939	
3206	1.2442	-13.943	
3207	1.2446	-13.946	
3208	1.245	-13.948	
3209	1.2454	-13.949	
3210	1.2457	-13.949	
3211	1.2461	-13.948	
3212	1.2465	-13.946	
3213	1.2469	-13.942	
3214	1.2473	-13.938	
3215	1.2477	-13.933	
3216	1.2481	-13.926	
3217	1.2486	-13.918	
3218	1.249	-13.91	
3219	1.2495	-13.9	
3220	1.25	-13.89	
3221	1.2505	-13.878	
3222	1.2511	-13.866	
3223	1.2517	-13.854	
3224	1.2525	-13.841	
3225	1.2533	-13.831	
3226	1.2537	-13.828	
3227	1.2542	-13.826	
3228	1.2546	-13.827	
3229	1.2551	-13.829	
3230	1.2553	-13.832	
3231	1.2556	-13.835	
3232	1.2559	-13.84	
3233	1.2562	-13.846	
3234	1.2566	-13.855	
3235	1.257	-13.865	
3236	1.2573	-13.878	
3237	1.2577	-13.892	
3238	1.2581	-13.908	
3239	1.2585	-13.925	
3240	1.2587	-13.935	
3241	1.2589	-13.947	
3242	1.2592	-13.961	
3243	1.2595	-13.978	
3244	1.2598	-13.996	
3245	1.2601	-14.017	
3246	1.2604	-14.039	
3247	1.2608	-14.063	
3248	1.2612	-14.089	
3249	1.2615	-14.117	
3250	1.2619	-14.145	
3251	1.2624	-14.176	
3252	1.2628	-14.209	
3253	1.2633	-14.244	
3254	1.2638	-14.283	
3255	1.2645	-14.333	
3256	1.2648	-14.357	
3257	1.2652	-14.384	
3258	1.2656	-14.411	
3259	1.266	-14.439	
3260	1.2664	-14.465	
3261	1.2666	-14.478	
3262	1.2669	-14.493	
3263	1.2671	-14.509	
3264	1.2675	-14.526	
3265	1.2678	-14.543	
3266	1.2681	-14.56	
3267	1.2685	-14.577	
3268	1.2688	-14.593	
3269	1.2692	-14.608	
3270	1.2695	-14.622	
3271	1.2699	-14.634	
3272	1.2702	-14.646	
3273	1.2706	-14.657	
3274	1.271	-14.666	
3275	1.2713	-14.674	
3276	1.2717	-14.681	
3277	1.272	-14.686	
3278	1.2724	-14.691	
3279	1.2728	-14.694	
3280	1.2731	-14.696	
3281	1.2735	-14.696	
3282	1.2739	-14.696	
3283	1.2743	-14.694	
3284	1.2747	-14.69	
3285	1.2751	-14.686	
3286	1.2754	-14.68	
3287	1.2759	-14.673	
3288	1.2763	-14.664	
3289	1.2767	-14.654	
3290	1.2771	-14.643	
3291	1.2776	-14.631	
3292	1.278	-14.617	
3293	1.2785	-14.603	
3294	1.2791	-14.587	
3295	1.2796	-14.57	
3296	1.2803	-14.552	
3297	1.281	-14.533	
3298	1.2819	-14.517	
3299	1.2823	-14.511	
3300	1.2827	-14.507	
3301	1.2832	-14.504	
3302	1.2836	-14.504	
3303	1.2841	-14.507	
3304	1.2843	-14.51	
3305	1.2846	-14.514	
3306	1.2849	-14.519	
3307	1.2852	-14.527	
3308	1.2856	-14.536	
3309	1.2859	-14.548	
3310	1.2863	-14.561	
3311	1.2867	-14.577	
3312	1.287	-14.595	
3313	1.2874	-14.614	
3314	1.2878	-14.635	
3315	1.2882	-14.658	
3316	1.2885	-14.682	
3317	1.2889	-14.708	
3318	1.2893	-14.735	
3319	1.2897	-14.764	
3320	1.2901	-14.793	
3321	1.2905	-14.825	
3322	1.2909	-14.858	
3323	1.2914	-14.893	
3324	1.2918	-14.93	
3325	1.2924	-14.972	
3326	1.293	-15.024	
3327	1.2934	-15.05	
3328	1.2938	-15.078	
3329	1.2942	-15.107	
3330	1.2946	-15.136	
3331	1.295	-15.163	
3332	1.2952	-15.176	
3333	1.2954	-15.192	
3334	1.2957	-15.209	
3335	1.296	-15.226	
3336	1.2963	-15.244	
3337	1.2967	-15.262	
3338	1.297	-15.278	
3339	1.2974	-15.294	
3340	1.2977	-15.309	
3341	1.2981	-15.323	
3342	1.2984	-15.336	
3343	1.2988	-15.347	
3344	1.2992	-15.357	
3345	1.2995	-15.365	
3346	1.2999	-15.372	
3347	1.3003	-15.378	
3348	1.3006	-15.382	
3349	1.301	-15.385	
3350	1.3014	-15.387	
3351	1.3017	-15.387	
3352	1.3021	-15.386	
3353	1.3025	-15.383	
3354	1.3028	-15.379	
3355	1.3032	-15.373	
3356	1.3036	-15.366	
3357	1.304	-15.357	
3358	1.3044	-15.347	
3359	1.3048	-15.335	
3360	1.3053	-15.322	
3361	1.3057	-15.307	
3362	1.3062	-15.291	
3363	1.3066	-15.274	
3364	1.3071	-15.254	
3365	1.3076	-15.234	
3366	1.3082	-15.212	
3367	1.3089	-15.189	
3368	1.3096	-15.164	
3369	1.3104	-15.142	
3370	1.3109	-15.133	
3371	1.3113	-15.126	
3372	1.3117	-15.121	
3373	1.3122	-15.119	
3374	1.3124	-15.119	
3375	1.3127	-15.12	
3376	1.313	-15.122	
3377	1.3134	-15.127	
3378	1.3137	-15.133	
3379	1.3141	-15.142	
3380	1.3145	-15.153	
3381	1.3148	-15.166	
3382	1.3152	-15.181	
3383	1.3156	-15.199	
3384	1.3158	-15.208	
3385	1.316	-15.22	
3386	1.3163	-15.235	
3387	1.3166	-15.252	
3388	1.3169	-15.271	
3389	1.3172	-15.293	
3390	1.3176	-15.317	
3391	1.3179	-15.343	
3392	1.3183	-15.37	
3393	1.3187	-15.4	
3394	1.3191	-15.431	
3395	1.3195	-15.464	
3396	1.3199	-15.499	
3397	1.3204	-15.537	
3398	1.3209	-15.579	
3399	1.3216	-15.633	
3400	1.3219	-15.66	
3401	1.3223	-15.688	
3402	1.3227	-15.718	
3403	1.3231	-15.747	
3404	1.3235	-15.775	
3405	1.3237	-15.788	
3406	1.324	-15.804	
3407	1.3243	-15.821	
3408	1.3246	-15.839	
3409	1.3249	-15.856	
3410	1.3252	-15.874	
3411	1.3256	-15.89	
3412	1.3259	-15.906	
3413	1.3263	-15.921	
3414	1.3266	-15.934	
3415	1.327	-15.946	
3416	1.3274	-15.956	
3417	1.3277	-15.965	
3418	1.3281	-15.973	
3419	1.3284	-15.979	
3420	1.3288	-15.983	
3421	1.3292	-15.986	
3422	1.3295	-15.988	
3423	1.3299	-15.988	
3424	1.3303	-15.986	
3425	1.3306	-15.983	
3426	1.331	-15.978	
3427	1.3314	-15.972	
3428	1.3318	-15.964	
3429	1.3322	-15.954	
3430	1.3326	-15.943	
3431	1.333	-15.93	
3432	1.3334	-15.916	
3433	1.3338	-15.9	
3434	1.3342	-15.882	
3435	1.3347	-15.862	
3436	1.3352	-15.841	
3437	1.3357	-15.818	
3438	1.3362	-15.794	
3439	1.3368	-15.768	
3440	1.3374	-15.74	
3441	1.3382	-15.709	
3442	1.339	-15.681	
3443	1.3394	-15.67	
3444	1.3398	-15.66	
3445	1.3403	-15.652	
3446	1.3407	-15.647	
3447	1.341	-15.646	
3448	1.3413	-15.646	
3449	1.3416	-15.647	
3450	1.3419	-15.649	
3451	1.3423	-15.654	
3452	1.3426	-15.661	
3453	1.343	-15.671	
3454	1.3434	-15.682	
3455	1.3438	-15.697	
3456	1.3441	-15.713	
3457	1.3443	-15.722	
3458	1.3446	-15.734	
3459	1.3448	-15.748	
3460	1.3451	-15.764	
3461	1.3454	-15.783	
3462	1.3458	-15.804	
3463	1.3461	-15.827	
3464	1.3465	-15.853	
3465	1.3468	-15.88	
3466	1.3472	-15.909	
3467	1.3476	-15.94	
3468	1.348	-15.972	
3469	1.3485	-16.007	
3470	1.3489	-16.045	
3471	1.3494	-16.086	
3472	1.3501	-16.14	
3473	1.3505	-16.166	
3474	1.3508	-16.194	
3475	1.3512	-16.223	
3476	1.3517	-16.252	
3477	1.3521	-16.28	
3478	1.3523	-16.293	
3479	1.3525	-16.308	
3480	1.3528	-16.325	
3481	1.3531	-16.342	
3482	1.3534	-16.359	
3483	1.3538	-16.376	
3484	1.3541	-16.392	
3485	1.3545	-16.407	
3486	1.3548	-16.421	
3487	1.3552	-16.433	
3488	1.3555	-16.444	
3489	1.3559	-16.453	
3490	1.3563	-16.461	
3491	1.3566	-16.468	
3492	1.357	-16.472	
3493	1.3574	-16.476	
3494	1.3577	-16.477	
3495	1.3581	-16.477	
3496	1.3585	-16.476	
3497	1.3588	-16.473	
3498	1.3592	-16.468	
3499	1.3596	-16.461	
3500	1.3599	-16.453	
3501	1.3603	-16.443	
3502	1.3607	-16.432	
3503	1.3611	-16.418	
3504	1.3615	-16.403	
3505	1.3619	-16.387	
3506	1.3624	-16.368	
3507	1.3628	-16.348	
3508	1.3633	-16.326	
3509	1.3637	-16.302	
3510	1.3642	-16.276	
3511	1.3647	-16.249	
3512	1.3653	-16.219	
3513	1.3659	-16.188	
3514	1.3667	-16.153	
3515	1.3675	-16.12	
3516	1.3679	-16.107	
3517	1.3684	-16.094	
3518	1.3688	-16.084	
3519	1.3693	-16.077	
3520	1.3695	-16.075	
3521	1.3698	-16.073	
3522	1.3701	-16.072	
3523	1.3705	-16.074	
3524	1.3708	-16.077	
3525	1.3712	-16.082	
3526	1.3716	-16.09	
3527	1.3719	-16.101	
3528	1.3723	-16.113	
3529	1.3727	-16.128	
3530	1.3729	-16.137	
3531	1.3731	-16.148	
3532	1.3734	-16.161	
3533	1.3737	-16.176	
3534	1.374	-16.194	
3535	1.3743	-16.214	
3536	1.3747	-16.236	
3537	1.375	-16.261	
3538	1.3754	-16.287	
3539	1.3758	-16.314	
3540	1.3762	-16.344	
3541	1.3766	-16.375	
3542	1.377	-16.409	
3543	1.3775	-16.445	
3544	1.378	-16.485	
3545	1.3787	-16.537	
3546	1.379	-16.562	
3547	1.3794	-16.589	
3548	1.3798	-16.617	
3549	1.3802	-16.644	
3550	1.3806	-16.671	
3551	1.3808	-16.684	
3552	1.3811	-16.698	
3553	1.3814	-16.714	
3554	1.3817	-16.73	
3555	1.382	-16.746	
3556	1.3823	-16.762	
3557	1.3827	-16.777	
3558	1.383	-16.79	
3559	1.3834	-16.803	
3560	1.3838	-16.814	
3561	1.3841	-16.824	
3562	1.3845	-16.832	
3563	1.3848	-16.839	
3564	1.3852	-16.844	
3565	1.3856	-16.847	
3566	1.3859	-16.849	
3567	1.3863	-16.85	
3568	1.3867	-16.848	
3569	1.387	-16.846	
3570	1.3874	-16.841	
3571	1.3878	-16.835	
3572	1.3881	-16.827	
3573	1.3885	-16.818	
3574	1.3889	-16.806	
3575	1.3893	-16.793	
3576	1.3897	-16.779	
3577	1.3901	-16.762	
3578	1.3905	-16.744	
3579	1.3909	-16.724	
3580	1.3914	-16.702	
3581	1.3918	-16.678	
3582	1.3923	-16.652	
3583	1.3928	-16.625	
3584	1.3933	-16.595	
3585	1.3939	-16.564	
3586	1.3945	-16.53	
3587	1.3953	-16.492	
3588	1.3961	-16.457	
3589	1.3965	-16.442	
3590	1.397	-16.428	
3591	1.3974	-16.417	
3592	1.3979	-16.408	
3593	1.3981	-16.405	
3594	1.3984	-16.402	
3595	1.3987	-16.401	
3596	1.399	-16.401	
3597	1.3994	-16.403	
3598	1.3998	-16.408	
3599	1.4001	-16.414	
3600	1.4005	-16.423	
3601	1.4009	-16.435	
3602	1.4013	-16.448	
3603	1.4015	-16.456	
3604	1.4017	-16.466	
3605	1.402	-16.478	
3606	1.4023	-16.493	
3607	1.4026	-16.509	
3608	1.4029	-16.528	
3609	1.4033	-16.549	
3610	1.4036	-16.572	
3611	1.404	-16.596	
3612	1.4044	-16.622	
3613	1.4048	-16.65	
3614	1.4052	-16.68	
3615	1.4056	-16.712	
3616	1.4061	-16.747	
3617	1.4066	-16.785	
3618	1.4073	-16.833	
3619	1.4076	-16.856	
3620	1.408	-16.881	
3621	1.4084	-16.907	
3622	1.4088	-16.932	
3623	1.4092	-16.957	
3624	1.4094	-16.968	
3625	1.4097	-16.982	
3626	1.41	-16.996	
3627	1.4103	-17.011	
3628	1.4106	-17.026	
3629	1.4109	-17.04	
3630	1.4113	-17.054	
3631	1.4116	-17.066	
3632	1.412	-17.077	
3633	1.4123	-17.087	
3634	1.4127	-17.095	
3635	1.4131	-17.102	
3636	1.4134	-17.108	
3637	1.4138	-17.112	
3638	1.4141	-17.114	
3639	1.4145	-17.115	
3640	1.4149	-17.114	
3641	1.4152	-17.112	
3642	1.4156	-17.108	
3643	1.416	-17.103	
3644	1.4164	-17.096	
3645	1.4167	-17.087	
3646	1.4171	-17.076	
3647	1.4175	-17.064	
3648	1.4179	-17.051	
3649	1.4183	-17.035	
3650	1.4187	-17.018	
3651	1.4191	-16.999	
3652	1.4195	-16.978	
3653	1.42	-16.955	
3654	1.4204	-16.931	
3655	1.4209	-16.905	
3656	1.4214	-16.877	
3657	1.4219	-16.846	
3658	1.4225	-16.814	
3659	1.4232	-16.779	
3660	1.4239	-16.74	
3661	1.4248	-16.704	
3662	1.4252	-16.689	
3663	1.4256	-16.675	
3664	1.4261	-16.663	
3665	1.4265	-16.654	
3666	1.4268	-16.651	
3667	1.4271	-16.648	
3668	1.4274	-16.646	
3669	1.4277	-16.646	
3670	1.428	-16.647	
3671	1.4284	-16.651	
3672	1.4288	-16.657	
3673	1.4292	-16.665	
3674	1.4295	-16.676	
3675	1.4299	-16.688	
3676	1.4301	-16.696	
3677	1.4303	-16.705	
3678	1.4306	-16.716	
3679	1.4309	-16.73	
3680	1.4312	-16.745	
3681	1.4316	-16.763	
3682	1.4319	-16.782	
3683	1.4323	-16.804	
3684	1.4326	-16.827	
3685	1.433	-16.851	
3686	1.4334	-16.878	
3687	1.4338	-16.906	
3688	1.4343	-16.936	
3689	1.4348	-16.969	
3690	1.4353	-17.005	
3691	1.436	-17.048	
3692	1.4363	-17.068	
3693	1.4366	-17.091	
3694	1.437	-17.114	
3695	1.4374	-17.136	
3696	1.4378	-17.158	
3697	1.4382	-17.179	
3698	1.4384	-17.189	
3699	1.4387	-17.2	
3700	1.439	-17.212	
3701	1.4393	-17.224	
3702	1.4396	-17.236	
3703	1.4399	-17.247	
3704	1.4402	-17.258	
3705	1.4406	-17.267	
3706	1.4409	-17.276	
3707	1.4413	-17.283	
3708	1.4417	-17.289	
3709	1.442	-17.293	
3710	1.4424	-17.296	
3711	1.4427	-17.298	
3712	1.4431	-17.298	
3713	1.4435	-17.297	
3714	1.4438	-17.294	
3715	1.4442	-17.289	
3716	1.4446	-17.284	
3717	1.4449	-17.276	
3718	1.4453	-17.267	
3719	1.4457	-17.257	
3720	1.4461	-17.244	
3721	1.4465	-17.231	
3722	1.4469	-17.215	
3723	1.4473	-17.198	
3724	1.4477	-17.179	
3725	1.4481	-17.159	
3726	1.4486	-17.136	
3727	1.449	-17.112	
3728	1.4495	-17.086	
3729	1.45	-17.059	
3730	1.4506	-17.029	
3731	1.4511	-16.997	
3732	1.4518	-16.963	
3733	1.4526	-16.925	
