	Time [s]	Z Axis - Relative Rotation - Joint Probe - General - Ground To PENDULUM - 4.9966e-003 s (Relative Rotation Z) [°]	
1	0.	0.	
2	2.5032e-004	-3.5934e-007	
3	5.2106e-004	-6.7328e-006	
4	8.0479e-004	-3.8155e-005	
5	1.0956e-003	-1.3027e-004	
6	1.3893e-003	-3.3409e-004	
7	1.5361e-003	-4.9698e-004	
8	1.7123e-003	-7.6253e-004	
9	1.9124e-003	-1.1769e-003	
10	2.131e-003	-1.797e-003	
11	2.3636e-003	-2.6881e-003	
12	2.6064e-003	-3.9216e-003	
13	2.8565e-003	-5.5725e-003	
14	3.112e-003	-7.7171e-003	
15	3.3715e-003	-1.0432e-002	
16	3.6342e-003	-1.3795e-002	
17	3.8997e-003	-1.7883e-002	
18	4.168e-003	-2.2777e-002	
19	4.4396e-003	-2.856e-002	
20	4.7152e-003	-3.5328e-002	
21	4.9966e-003	-4.3203e-002	
22	5.2853e-003	-5.2328e-002	
23	5.5835e-003	-6.2873e-002	
24	5.8938e-003	-7.5049e-002	
25	6.2198e-003	-8.9141e-002	
26	6.5675e-003	-0.10558	
27	6.9483e-003	-0.12516	
28	7.3969e-003	-0.15013	
29	7.8903e-003	-0.17966	
30	8.137e-003	-0.1951	
31	8.4148e-003	-0.21293	
32	8.7131e-003	-0.23251	
33	9.0236e-003	-0.25324	
34	9.3399e-003	-0.2746	
35	9.658e-003	-0.29619	
36	9.817e-003	-0.30699	
37	1.0007e-002	-0.31988	
38	1.0223e-002	-0.33441	
39	1.0458e-002	-0.35015	
40	1.0709e-002	-0.36666	
41	1.097e-002	-0.3836	
42	1.1239e-002	-0.40067	
43	1.1513e-002	-0.4176	
44	1.1791e-002	-0.4342	
45	1.2071e-002	-0.4503	
46	1.2353e-002	-0.46576	
47	1.2635e-002	-0.48049	
48	1.2918e-002	-0.49438	
49	1.3202e-002	-0.50736	
50	1.3485e-002	-0.51936	
51	1.3769e-002	-0.53032	
52	1.4052e-002	-0.54018	
53	1.4336e-002	-0.54887	
54	1.4621e-002	-0.55636	
55	1.4905e-002	-0.56259	
56	1.519e-002	-0.56751	
57	1.5476e-002	-0.57107	
58	1.5763e-002	-0.57322	
59	1.605e-002	-0.5739	
60	1.6339e-002	-0.57308	
61	1.6629e-002	-0.5707	
62	1.6921e-002	-0.56671	
63	1.7214e-002	-0.56108	
64	1.7509e-002	-0.55376	
65	1.7806e-002	-0.54472	
66	1.8106e-002	-0.53391	
67	1.8408e-002	-0.52133	
68	1.8713e-002	-0.50694	
69	1.9022e-002	-0.49073	
70	1.9334e-002	-0.47271	
71	1.9651e-002	-0.45288	
72	1.9973e-002	-0.43127	
73	2.03e-002	-0.4079	
74	2.0634e-002	-0.38283	
75	2.0974e-002	-0.35613	
76	2.1324e-002	-0.32788	
77	2.1683e-002	-0.29819	
78	2.2053e-002	-0.26723	
79	2.2436e-002	-0.23519	
80	2.2833e-002	-0.20234	
81	2.3246e-002	-0.16904	
82	2.3676e-002	-0.13571	
83	2.4124e-002	-0.10295	
84	2.4588e-002	-7.1526e-002	
85	2.5064e-002	-4.2266e-002	
86	2.5547e-002	-1.5891e-002	
87	2.6033e-002	7.1324e-003	
88	2.6276e-002	1.7332e-002	
89	2.6575e-002	2.8702e-002	
90	2.6918e-002	4.0217e-002	
91	2.7294e-002	5.1085e-002	
92	2.7695e-002	6.0814e-002	
93	2.8117e-002	6.9196e-002	
94	2.8556e-002	7.6243e-002	
95	2.9014e-002	8.2127e-002	
96	2.9499e-002	8.7137e-002	
97	3.0033e-002	9.1702e-002	
98	3.0663e-002	9.6432e-002	
99	3.0977e-002	9.87e-002	
100	3.1318e-002	0.10115	
101	3.1672e-002	0.10371	
102	3.2029e-002	0.10632	
103	3.2208e-002	0.10761	
104	3.2418e-002	0.10912	
105	3.2654e-002	0.11076	
106	3.2909e-002	0.11244	
107	3.3176e-002	0.11405	
108	3.3452e-002	0.1155	
109	3.3733e-002	0.11667	
110	3.4018e-002	0.11746	
111	3.4304e-002	0.11778	
112	3.459e-002	0.11751	
113	3.4878e-002	0.11658	
114	3.5166e-002	0.11489	
115	3.5455e-002	0.11235	
116	3.5746e-002	0.10889	
117	3.6039e-002	0.10439	
118	3.6337e-002	9.8765e-002	
119	3.6641e-002	9.1889e-002	
120	3.6952e-002	8.3623e-002	
121	3.7274e-002	7.3786e-002	
122	3.761e-002	6.2131e-002	
123	3.7966e-002	4.8281e-002	
124	3.8354e-002	3.1545e-002	
125	3.8808e-002	1.0005e-002	
126	3.9311e-002	-1.6015e-002	
127	3.9562e-002	-2.9734e-002	
128	3.9846e-002	-4.5663e-002	
129	4.0151e-002	-6.323e-002	
130	4.0468e-002	-8.1885e-002	
131	4.0791e-002	-0.10115	
132	4.1116e-002	-0.12063	
133	4.1278e-002	-0.13037	
134	4.1473e-002	-0.14199	
135	4.1693e-002	-0.15509	
136	4.1934e-002	-0.16924	
137	4.2189e-002	-0.18406	
138	4.2456e-002	-0.19922	
139	4.2731e-002	-0.21442	
140	4.3011e-002	-0.22943	
141	4.3295e-002	-0.24405	
142	4.3582e-002	-0.25812	
143	4.387e-002	-0.27151	
144	4.4159e-002	-0.2841	
145	4.4449e-002	-0.29581	
146	4.4739e-002	-0.30655	
147	4.5029e-002	-0.31626	
148	4.5319e-002	-0.32486	
149	4.561e-002	-0.3323	
150	4.5901e-002	-0.33852	
151	4.6192e-002	-0.34345	
152	4.6484e-002	-0.34705	
153	4.6777e-002	-0.34926	
154	4.707e-002	-0.35003	
155	4.7364e-002	-0.34929	
156	4.766e-002	-0.347	
157	4.7956e-002	-0.34311	
158	4.8254e-002	-0.33757	
159	4.8554e-002	-0.33032	
160	4.8856e-002	-0.32132	
161	4.916e-002	-0.31054	
162	4.9466e-002	-0.29793	
163	4.9775e-002	-0.28346	
164	5.0087e-002	-0.26712	
165	5.0403e-002	-0.24888	
166	5.0722e-002	-0.22875	
167	5.1046e-002	-0.20673	
168	5.1375e-002	-0.18285	
169	5.171e-002	-0.15713	
170	5.2052e-002	-0.12964	
171	5.2401e-002	-0.10043	
172	5.2758e-002	-6.9605e-002	
173	5.3126e-002	-3.7284e-002	
174	5.3506e-002	-3.6277e-003	
175	5.3898e-002	3.115e-002	
176	5.4306e-002	6.6759e-002	
177	5.473e-002	0.1028	
178	5.517e-002	0.13874	
179	5.5627e-002	0.17389	
180	5.6098e-002	0.20744	
181	5.6578e-002	0.23861	
182	5.7065e-002	0.26673	
183	5.7552e-002	0.29142	
184	5.7796e-002	0.30247	
185	5.8095e-002	0.31487	
186	5.8438e-002	0.32761	
187	5.8814e-002	0.3399	
188	5.9216e-002	0.35126	
189	5.9638e-002	0.36149	
190	6.0079e-002	0.37064	
191	6.0541e-002	0.37892	
192	6.1034e-002	0.38671	
193	6.1587e-002	0.39471	
194	6.2203e-002	0.40331	
195	6.2511e-002	0.40763	
196	6.2843e-002	0.41236	
197	6.3188e-002	0.41736	
198	6.3537e-002	0.42249	
199	6.3711e-002	0.42507	
200	6.3918e-002	0.42813	
201	6.415e-002	0.43154	
202	6.4401e-002	0.43516	
203	6.4665e-002	0.43885	
204	6.4938e-002	0.44248	
205	6.5217e-002	0.44591	
206	6.55e-002	0.44901	
207	6.5784e-002	0.45167	
208	6.607e-002	0.4538	
209	6.6356e-002	0.45528	
210	6.6644e-002	0.45603	
211	6.6933e-002	0.45597	
212	6.7224e-002	0.455	
213	6.7518e-002	0.45303	
214	6.7817e-002	0.44998	
215	6.8122e-002	0.44572	
216	6.8435e-002	0.44013	
217	6.876e-002	0.43305	
218	6.91e-002	0.42423	
219	6.9461e-002	0.41332	
220	6.9859e-002	0.39964	
221	7.034e-002	0.38097	
222	7.085e-002	0.35896	
223	7.1105e-002	0.34726	
224	7.139e-002	0.33377	
225	7.1693e-002	0.31896	
226	7.2008e-002	0.30326	
227	7.2328e-002	0.28707	
228	7.265e-002	0.2707	
229	7.2811e-002	0.26253	
230	7.3003e-002	0.25277	
231	7.3222e-002	0.24179	
232	7.3461e-002	0.22994	
233	7.3715e-002	0.21756	
234	7.3981e-002	0.20494	
235	7.4254e-002	0.19234	
236	7.4533e-002	0.17998	
237	7.4816e-002	0.16802	
238	7.5102e-002	0.15663	
239	7.539e-002	0.14591	
240	7.5678e-002	0.13598	
241	7.5968e-002	0.12693	
242	7.6257e-002	0.11883	
243	7.6547e-002	0.11175	
244	7.6838e-002	0.10576	
245	7.7129e-002	0.10092	
246	7.742e-002	9.7285e-002	
247	7.7711e-002	9.4918e-002	
248	7.8003e-002	9.3873e-002	
249	7.8296e-002	9.4204e-002	
250	7.859e-002	9.5966e-002	
251	7.8885e-002	9.9211e-002	
252	7.9181e-002	0.10399	
253	7.9478e-002	0.11036	
254	7.9777e-002	0.11837	
255	8.0078e-002	0.12807	
256	8.0381e-002	0.13949	
257	8.0685e-002	0.15268	
258	8.0993e-002	0.16766	
259	8.1303e-002	0.18448	
260	8.1617e-002	0.20314	
261	8.1934e-002	0.22366	
262	8.2255e-002	0.24604	
263	8.2581e-002	0.27026	
264	8.2913e-002	0.2963	
265	8.325e-002	0.32412	
266	8.3594e-002	0.35367	
267	8.3946e-002	0.38486	
268	8.4308e-002	0.4176	
269	8.468e-002	0.45175	
270	8.5065e-002	0.48715	
271	8.5463e-002	0.52356	
272	8.5876e-002	0.56067	
273	8.6307e-002	0.59802	
274	8.6754e-002	0.63504	
275	8.7216e-002	0.67099	
276	8.7692e-002	0.70508	
277	8.8175e-002	0.73654	
278	8.8663e-002	0.76482	
279	8.8907e-002	0.77767	
280	8.9207e-002	0.79233	
281	8.9552e-002	0.80764	
282	8.9931e-002	0.82266	
283	9.0334e-002	0.83681	
284	9.0756e-002	0.84982	
285	9.1193e-002	0.86169	
286	9.1648e-002	0.87263	
287	9.2123e-002	0.883	
288	9.2634e-002	0.8934	
289	9.3232e-002	0.90524	
290	9.3542e-002	0.91143	
291	9.3886e-002	0.91843	
292	9.4249e-002	0.92602	
293	9.4618e-002	0.93398	
294	9.4802e-002	0.93805	
295	9.502e-002	0.94291	
296	9.5264e-002	0.94841	
297	9.5526e-002	0.95437	
298	9.5801e-002	0.96063	
299	9.6084e-002	0.96701	
300	9.6372e-002	0.97335	
301	9.6662e-002	0.97951	
302	9.6952e-002	0.98535	
303	9.7098e-002	0.98812	
304	9.7273e-002	0.99131	
305	9.7474e-002	0.99472	
306	9.7696e-002	0.99814	
307	9.7934e-002	1.0014	
308	9.8186e-002	1.0042	
309	9.8448e-002	1.0066	
310	9.872e-002	1.0083	
311	9.9e-002	1.0091	
312	9.9289e-002	1.009	
313	9.9587e-002	1.0079	
314	9.9897e-002	1.0056	
315	0.10022	1.0019	
316	0.10056	0.9966	
317	0.10092	0.98946	
318	0.10132	0.97982	
319	0.10182	0.96567	
320	0.10234	0.9487	
321	0.1026	0.93949	
322	0.10288	0.92886	
323	0.10319	0.91714	
324	0.1035	0.90467	
325	0.10382	0.89178	
326	0.10414	0.87873	
327	0.1043	0.8722	
328	0.10449	0.86442	
329	0.10471	0.85566	
330	0.10495	0.84623	
331	0.1052	0.8364	
332	0.10547	0.82641	
333	0.10574	0.81651	
334	0.10602	0.80686	
335	0.1063	0.79763	
336	0.10659	0.78895	
337	0.10687	0.78093	
338	0.10716	0.77368	
339	0.10745	0.76727	
340	0.10774	0.76177	
341	0.10803	0.75727	
342	0.10832	0.75382	
343	0.10861	0.75148	
344	0.10891	0.75031	
345	0.1092	0.75037	
346	0.10949	0.75172	
347	0.10978	0.7544	
348	0.11008	0.75847	
349	0.11037	0.76398	
350	0.11067	0.77099	
351	0.11097	0.77954	
352	0.11127	0.78969	
353	0.11157	0.80148	
354	0.11187	0.81494	
355	0.11218	0.83012	
356	0.11249	0.84705	
357	0.1128	0.86574	
358	0.11311	0.88622	
359	0.11343	0.90849	
360	0.11375	0.93255	
361	0.11408	0.95838	
362	0.11441	0.98594	
363	0.11475	1.0152	
364	0.1151	1.0461	
365	0.11546	1.0785	
366	0.11582	1.1124	
367	0.1162	1.1476	
368	0.11658	1.184	
369	0.11699	1.2212	
370	0.1174	1.2589	
371	0.11784	1.2967	
372	0.11829	1.3339	
373	0.11876	1.3698	
374	0.11924	1.4037	
375	0.11972	1.4348	
376	0.12021	1.4626	
377	0.12046	1.4753	
378	0.12076	1.4898	
379	0.1211	1.5049	
380	0.12148	1.52	
381	0.12188	1.5343	
382	0.1223	1.5478	
383	0.12274	1.5604	
384	0.1232	1.5725	
385	0.12368	1.5846	
386	0.12421	1.5974	
387	0.12484	1.6132	
388	0.12516	1.6213	
389	0.1255	1.6306	
390	0.12586	1.6405	
391	0.12622	1.651	
392	0.12641	1.6564	
393	0.12662	1.6628	
394	0.12686	1.6702	
395	0.12711	1.6782	
396	0.12738	1.6866	
397	0.12766	1.6953	
398	0.12795	1.7041	
399	0.12823	1.7128	
400	0.12852	1.7213	
401	0.12881	1.7293	
402	0.1291	1.737	
403	0.12939	1.744	
404	0.12968	1.7504	
405	0.12997	1.756	
406	0.13026	1.7609	
407	0.13056	1.7648	
408	0.13086	1.7678	
409	0.13117	1.7697	
410	0.1315	1.7704	
411	0.13183	1.7698	
412	0.13219	1.7678	
413	0.13257	1.7639	
414	0.13302	1.7574	
415	0.13352	1.7478	
416	0.13377	1.7423	
417	0.13406	1.7354	
418	0.13437	1.7275	
419	0.13469	1.7187	
420	0.13501	1.7095	
421	0.13534	1.6998	
422	0.1355	1.695	
423	0.1357	1.6892	
424	0.13592	1.6826	
425	0.13616	1.6754	
426	0.13642	1.668	
427	0.13668	1.6604	
428	0.13696	1.6529	
429	0.13724	1.6456	
430	0.13753	1.6387	
431	0.13782	1.6322	
432	0.1381	1.6263	
433	0.13839	1.6211	
434	0.13868	1.6167	
435	0.13898	1.6131	
436	0.13927	1.6104	
437	0.13956	1.6086	
438	0.13985	1.6079	
439	0.14014	1.6082	
440	0.14043	1.6096	
441	0.14073	1.6123	
442	0.14102	1.6161	
443	0.14131	1.6213	
444	0.14161	1.6278	
445	0.14191	1.6356	
446	0.1422	1.645	
447	0.1425	1.6558	
448	0.1428	1.6681	
449	0.14311	1.682	
450	0.14341	1.6975	
451	0.14372	1.7147	
452	0.14403	1.7335	
453	0.14434	1.754	
454	0.14466	1.7763	
455	0.14498	1.8002	
456	0.1453	1.8257	
457	0.14563	1.853	
458	0.14597	1.8818	
459	0.14631	1.9122	
460	0.14666	1.9442	
461	0.14702	1.9775	
462	0.14739	2.012	
463	0.14777	2.0477	
464	0.14817	2.0844	
465	0.14858	2.1216	
466	0.149	2.1591	
467	0.14944	2.1963	
468	0.1499	2.2326	
469	0.15038	2.2672	
470	0.15086	2.2994	
471	0.15135	2.3286	
472	0.15184	2.3547	
473	0.15208	2.3665	
474	0.15238	2.38	
475	0.15272	2.3942	
476	0.1531	2.4083	
477	0.1535	2.4221	
478	0.15393	2.4353	
479	0.15437	2.4482	
480	0.15483	2.4611	
481	0.15533	2.4747	
482	0.1559	2.4905	
483	0.15651	2.5089	
484	0.15682	2.5187	
485	0.15715	2.5297	
486	0.15749	2.5418	
487	0.15784	2.5545	
488	0.15801	2.561	
489	0.15822	2.5689	
490	0.15845	2.578	
491	0.1587	2.588	
492	0.15896	2.5986	
493	0.15924	2.6097	
494	0.15951	2.621	
495	0.1598	2.6323	
496	0.16008	2.6435	
497	0.16037	2.6545	
498	0.16065	2.665	
499	0.16094	2.6751	
500	0.16123	2.6846	
501	0.16152	2.6934	
502	0.16182	2.7015	
503	0.16212	2.7088	
504	0.16243	2.7152	
505	0.16274	2.7206	
506	0.16307	2.725	
507	0.16342	2.7282	
508	0.16378	2.7302	
509	0.16419	2.7305	
510	0.1647	2.7286	
511	0.16522	2.7242	
512	0.16549	2.7211	
513	0.16577	2.7173	
514	0.16608	2.7128	
515	0.16639	2.7076	
516	0.16671	2.7021	
517	0.16703	2.6963	
518	0.16719	2.6934	
519	0.16738	2.6899	
520	0.1676	2.6859	
521	0.16784	2.6816	
522	0.16809	2.6772	
523	0.16836	2.6728	
524	0.16863	2.6685	
525	0.16891	2.6645	
526	0.16919	2.6609	
527	0.16948	2.6577	
528	0.16977	2.6551	
529	0.17005	2.6532	
530	0.17034	2.652	
531	0.17064	2.6516	
532	0.17093	2.6521	
533	0.17122	2.6535	
534	0.17151	2.6558	
535	0.1718	2.6592	
536	0.17209	2.6637	
537	0.17239	2.6693	
538	0.17268	2.6761	
539	0.17298	2.6841	
540	0.17327	2.6934	
541	0.17357	2.7041	
542	0.17387	2.7161	
543	0.17417	2.7296	
544	0.17447	2.7445	
545	0.17478	2.7609	
546	0.17509	2.7789	
547	0.1754	2.7984	
548	0.17571	2.8195	
549	0.17603	2.8421	
550	0.17635	2.8663	
551	0.17667	2.8921	
552	0.177	2.9194	
553	0.17734	2.9482	
554	0.17768	2.9784	
555	0.17803	3.0099	
556	0.17839	3.0427	
557	0.17876	3.0767	
558	0.17914	3.1116	
559	0.17953	3.1473	
560	0.17994	3.1835	
561	0.18036	3.2199	
562	0.1808	3.2559	
563	0.18126	3.2909	
564	0.18173	3.3243	
565	0.18221	3.3554	
566	0.1827	3.3836	
567	0.18319	3.4086	
568	0.18344	3.42	
569	0.18374	3.433	
570	0.18408	3.4468	
571	0.18446	3.4605	
572	0.18486	3.474	
573	0.18529	3.4871	
574	0.18573	3.5	
575	0.18619	3.5132	
576	0.18669	3.5275	
577	0.18724	3.5443	
578	0.18786	3.5648	
579	0.18817	3.576	
580	0.1885	3.5888	
581	0.18885	3.6029	
582	0.1892	3.618	
583	0.18938	3.6258	
584	0.18958	3.6353	
585	0.18982	3.6463	
586	0.19007	3.6585	
587	0.19033	3.6715	
588	0.19061	3.6853	
589	0.19089	3.6994	
590	0.19117	3.7138	
591	0.19146	3.7282	
592	0.19175	3.7425	
593	0.19203	3.7565	
594	0.19232	3.7702	
595	0.19261	3.7834	
596	0.19291	3.796	
597	0.1932	3.8081	
598	0.1935	3.8194	
599	0.19381	3.8301	
600	0.19413	3.8399	
601	0.19445	3.8489	
602	0.19479	3.857	
603	0.19516	3.8642	
604	0.19556	3.8703	
605	0.19606	3.8755	
606	0.19658	3.8784	
607	0.19683	3.879	
608	0.19712	3.879	
609	0.19742	3.8785	
610	0.19774	3.8775	
611	0.19806	3.876	
612	0.19838	3.8742	
613	0.19854	3.8732	
614	0.19874	3.872	
615	0.19896	3.8705	
616	0.19919	3.869	
617	0.19945	3.8673	
618	0.19972	3.8658	
619	0.19999	3.8644	
620	0.20027	3.8632	
621	0.20055	3.8623	
622	0.20084	3.8619	
623	0.20113	3.8619	
624	0.20142	3.8625	
625	0.20171	3.8637	
626	0.202	3.8657	
627	0.20229	3.8684	
628	0.20258	3.8718	
629	0.20288	3.8762	
630	0.20317	3.8815	
631	0.20346	3.8878	
632	0.20376	3.895	
633	0.20405	3.9034	
634	0.20435	3.9129	
635	0.20464	3.9236	
636	0.20494	3.9354	
637	0.20524	3.9486	
638	0.20554	3.963	
639	0.20585	3.9788	
640	0.20615	3.9959	
641	0.20646	4.0145	
642	0.20677	4.0344	
643	0.20708	4.0558	
644	0.2074	4.0785	
645	0.20772	4.1027	
646	0.20804	4.1283	
647	0.20837	4.1553	
648	0.20871	4.1836	
649	0.20905	4.2131	
650	0.2094	4.2438	
651	0.20976	4.2756	
652	0.21012	4.3084	
653	0.2105	4.3419	
654	0.2109	4.3761	
655	0.2113	4.4106	
656	0.21173	4.4451	
657	0.21217	4.479	
658	0.21262	4.512	
659	0.21309	4.5432	
660	0.21357	4.5721	
661	0.21406	4.5983	
662	0.21455	4.6214	
663	0.2148	4.6319	
664	0.2151	4.6438	
665	0.21545	4.6564	
666	0.21583	4.669	
667	0.21623	4.6814	
668	0.21665	4.6937	
669	0.2171	4.7059	
670	0.21756	4.7188	
671	0.21805	4.733	
672	0.2186	4.7501	
673	0.21922	4.7723	
674	0.21953	4.7846	
675	0.21987	4.7989	
676	0.22022	4.8149	
677	0.22058	4.8322	
678	0.22076	4.8412	
679	0.22097	4.8523	
680	0.2212	4.8651	
681	0.22146	4.8794	
682	0.22172	4.8948	
683	0.222	4.9112	
684	0.22228	4.9282	
685	0.22257	4.9456	
686	0.22285	4.9632	
687	0.22314	4.9808	
688	0.22343	4.9984	
689	0.22372	5.0156	
690	0.22401	5.0326	
691	0.2243	5.0492	
692	0.2246	5.0652	
693	0.2249	5.0808	
694	0.22521	5.0957	
695	0.22552	5.1101	
696	0.22585	5.1238	
697	0.22619	5.1369	
698	0.22656	5.1493	
699	0.22696	5.1613	
700	0.22745	5.1734	
701	0.22796	5.1836	
702	0.22822	5.1878	
703	0.2285	5.1919	
704	0.22881	5.1956	
705	0.22912	5.1987	
706	0.22945	5.2014	
707	0.22977	5.2037	
708	0.22993	5.2047	
709	0.23012	5.2058	
710	0.23034	5.207	
711	0.23058	5.2083	
712	0.23084	5.2096	
713	0.23111	5.211	
714	0.23138	5.2125	
715	0.23166	5.2142	
716	0.23195	5.2162	
717	0.23224	5.2186	
718	0.23252	5.2213	
719	0.23282	5.2245	
720	0.23311	5.2283	
721	0.2334	5.2326	
722	0.23369	5.2375	
723	0.23398	5.2432	
724	0.23428	5.2496	
725	0.23457	5.2568	
726	0.23486	5.2649	
727	0.23516	5.2739	
728	0.23545	5.2838	
729	0.23575	5.2948	
730	0.23605	5.3068	
731	0.23634	5.3198	
732	0.23664	5.334	
733	0.23695	5.3494	
734	0.23725	5.3659	
735	0.23756	5.3837	
736	0.23786	5.4026	
737	0.23817	5.4229	
738	0.23849	5.4444	
739	0.23881	5.4672	
740	0.23913	5.4911	
741	0.23945	5.5163	
742	0.23978	5.5427	
743	0.24012	5.5702	
744	0.24046	5.5988	
745	0.24081	5.6283	
746	0.24117	5.6587	
747	0.24154	5.6898	
748	0.24192	5.7214	
749	0.24231	5.7534	
750	0.24272	5.7855	
751	0.24314	5.8173	
752	0.24358	5.8484	
753	0.24404	5.8782	
754	0.24451	5.9062	
755	0.24499	5.9318	
756	0.24548	5.9546	
757	0.24597	5.9745	
758	0.24622	5.9834	
759	0.24652	5.9936	
760	0.24687	6.0042	
761	0.24725	6.0149	
762	0.24765	6.0255	
763	0.24808	6.0361	
764	0.24852	6.047	
765	0.24899	6.0589	
766	0.24948	6.0727	
767	0.25003	6.09	
768	0.25065	6.1132	
769	0.25096	6.1264	
770	0.2513	6.142	
771	0.25165	6.1595	
772	0.25201	6.1788	
773	0.25218	6.1889	
774	0.25239	6.2014	
775	0.25263	6.2159	
776	0.25288	6.2321	
777	0.25315	6.2498	
778	0.25343	6.2687	
779	0.25371	6.2885	
780	0.254	6.3088	
781	0.25428	6.3295	
782	0.25457	6.3505	
783	0.25486	6.3715	
784	0.25515	6.3924	
785	0.25544	6.4131	
786	0.25574	6.4335	
787	0.25603	6.4536	
788	0.25633	6.4733	
789	0.25664	6.4926	
790	0.25696	6.5115	
791	0.25729	6.5299	
792	0.25763	6.548	
793	0.258	6.5658	
794	0.2584	6.5836	
795	0.2589	6.6031	
796	0.25942	6.6205	
797	0.25968	6.6283	
798	0.25997	6.6362	
799	0.26027	6.644	
800	0.26059	6.6513	
801	0.26091	6.658	
802	0.26123	6.6643	
803	0.2614	6.6673	
804	0.26159	6.6708	
805	0.26181	6.6746	
806	0.26205	6.6786	
807	0.2623	6.6828	
808	0.26257	6.6872	
809	0.26285	6.6917	
810	0.26313	6.6964	
811	0.26341	6.7013	
812	0.2637	6.7064	
813	0.26399	6.7119	
814	0.26428	6.7178	
815	0.26457	6.724	
816	0.26486	6.7308	
817	0.26516	6.7381	
818	0.26545	6.746	
819	0.26574	6.7545	
820	0.26604	6.7637	
821	0.26633	6.7736	
822	0.26663	6.7843	
823	0.26692	6.7959	
824	0.26722	6.8083	
825	0.26752	6.8216	
826	0.26782	6.8359	
827	0.26812	6.8511	
828	0.26842	6.8674	
829	0.26873	6.8847	
830	0.26903	6.9031	
831	0.26934	6.9225	
832	0.26965	6.943	
833	0.26997	6.9646	
834	0.27029	6.9872	
835	0.27061	7.0108	
836	0.27094	7.0355	
837	0.27127	7.0611	
838	0.27161	7.0876	
839	0.27195	7.1148	
840	0.2723	7.1428	
841	0.27267	7.1713	
842	0.27304	7.2003	
843	0.27342	7.2295	
844	0.27382	7.2586	
845	0.27423	7.2875	
846	0.27466	7.3157	
847	0.2751	7.3429	
848	0.27557	7.3683	
849	0.27604	7.3916	
850	0.27653	7.4124	
851	0.27702	7.4303	
852	0.27751	7.4456	
853	0.27776	7.4523	
854	0.27806	7.4598	
855	0.27841	7.4677	
856	0.27879	7.4756	
857	0.27919	7.4837	
858	0.27962	7.4921	
859	0.28007	7.5013	
860	0.28054	7.5121	
861	0.28104	7.5256	
862	0.28162	7.5443	
863	0.28224	7.569	
864	0.28254	7.5833	
865	0.28288	7.6003	
866	0.28322	7.6195	
867	0.28357	7.6406	
868	0.28374	7.6518	
869	0.28394	7.6656	
870	0.28418	7.6818	
871	0.28443	7.6999	
872	0.28469	7.7198	
873	0.28496	7.7411	
874	0.28524	7.7635	
875	0.28553	7.7867	
876	0.28581	7.8105	
877	0.2861	7.8346	
878	0.28639	7.8589	
879	0.28668	7.8833	
880	0.28697	7.9076	
881	0.28726	7.9318	
882	0.28756	7.9559	
883	0.28787	7.9797	
884	0.28818	8.0032	
885	0.2885	8.0266	
886	0.28883	8.0497	
887	0.28919	8.0728	
888	0.28957	8.0961	
889	0.29	8.1206	
890	0.29051	8.1469	
891	0.29102	8.1705	
892	0.29128	8.1813	
893	0.29156	8.1926	
894	0.29186	8.2037	
895	0.29217	8.2146	
896	0.29249	8.225	
897	0.29281	8.2349	
898	0.29297	8.2397	
899	0.29316	8.2453	
900	0.29337	8.2515	
901	0.29361	8.2581	
902	0.29387	8.265	
903	0.29413	8.2722	
904	0.2944	8.2795	
905	0.29468	8.287	
906	0.29497	8.2947	
907	0.29526	8.3025	
908	0.29555	8.3107	
909	0.29584	8.3191	
910	0.29613	8.3278	
911	0.29642	8.3369	
912	0.29671	8.3465	
913	0.29701	8.3565	
914	0.2973	8.3671	
915	0.2976	8.3782	
916	0.29789	8.39	
917	0.29819	8.4024	
918	0.29849	8.4155	
919	0.29878	8.4294	
920	0.29908	8.444	
921	0.29938	8.4595	
922	0.29969	8.4757	
923	0.29999	8.4928	
924	0.3003	8.5108	
925	0.30061	8.5297	
926	0.30092	8.5494	
927	0.30123	8.57	
928	0.30155	8.5915	
929	0.30187	8.6138	
930	0.3022	8.6369	
931	0.30253	8.6607	
932	0.30286	8.6852	
933	0.3032	8.7102	
934	0.30355	8.7358	
935	0.30391	8.7616	
936	0.30428	8.7877	
937	0.30466	8.8138	
938	0.30505	8.8397	
939	0.30545	8.8651	
940	0.30587	8.8897	
941	0.30631	8.913	
942	0.30677	8.9347	
943	0.30724	8.9543	
944	0.30772	8.9712	
945	0.30821	8.9855	
946	0.30871	8.997	
947	0.30895	9.0019	
948	0.30926	9.0072	
949	0.30961	9.0126	
950	0.30999	9.0178	
951	0.3104	9.0229	
952	0.31082	9.0283	
953	0.31127	9.0346	
954	0.31173	9.0424	
955	0.31222	9.0527	
956	0.31276	9.0673	
957	0.3134	9.0901	
958	0.31372	9.104	
959	0.31406	9.1209	
960	0.31442	9.1408	
961	0.31478	9.1631	
962	0.31496	9.1751	
963	0.31518	9.19	
964	0.31541	9.2075	
965	0.31567	9.2274	
966	0.31594	9.2493	
967	0.31622	9.2728	
968	0.31651	9.2978	
969	0.3168	9.3238	
970	0.31709	9.3506	
971	0.31738	9.3779	
972	0.31767	9.4057	
973	0.31796	9.4337	
974	0.31825	9.4618	
975	0.31855	9.49	
976	0.31885	9.5181	
977	0.31915	9.5462	
978	0.31946	9.5741	
979	0.31978	9.6021	
980	0.3201	9.63	
981	0.32045	9.6581	
982	0.32082	9.6866	
983	0.32122	9.7162	
