	Time [s]	Z Axis - Relative Rotation - Joint Probe - General - Ground To PENDULUM - 4.9966e-003 s (Relative Rotation Z) [°]	
12465	4.1517	18.651	
12466	4.152	18.668	
12467	4.1523	18.685	
12468	4.1527	18.702	
12469	4.153	18.719	
12470	4.1534	18.736	
12471	4.1537	18.753	
12472	4.1542	18.77	
12473	4.1547	18.786	
12474	4.155	18.793	
12475	4.1553	18.799	
12476	4.1556	18.805	
12477	4.1559	18.81	
12478	4.1562	18.812	
12479	4.1566	18.814	
12480	4.1567	18.814	
12481	4.1569	18.813	
12482	4.1572	18.812	
12483	4.1574	18.81	
12484	4.1577	18.807	
12485	4.158	18.804	
12486	4.1582	18.799	
12487	4.1585	18.793	
12488	4.1588	18.787	
12489	4.1591	18.78	
12490	4.1594	18.772	
12491	4.1597	18.763	
12492	4.16	18.753	
12493	4.1603	18.743	
12494	4.1606	18.733	
12495	4.1609	18.722	
12496	4.1612	18.711	
12497	4.1615	18.699	
12498	4.1618	18.686	
12499	4.1621	18.674	
12500	4.1624	18.66	
12501	4.1627	18.647	
12502	4.163	18.633	
12503	4.1633	18.619	
12504	4.1636	18.604	
12505	4.1639	18.589	
12506	4.1642	18.573	
12507	4.1646	18.557	
12508	4.1649	18.54	
12509	4.1652	18.523	
12510	4.1655	18.504	
12511	4.1658	18.485	
12512	4.1662	18.465	
12513	4.1665	18.443	
12514	4.1668	18.42	
12515	4.1672	18.396	
12516	4.1675	18.369	
12517	4.1679	18.341	
12518	4.1683	18.31	
12519	4.1686	18.276	
12520	4.169	18.238	
12521	4.1694	18.197	
12522	4.1698	18.151	
12523	4.1703	18.1	
12524	4.1707	18.044	
12525	4.1712	17.983	
12526	4.1717	17.916	
12527	4.1722	17.845	
12528	4.1727	17.772	
12529	4.1732	17.697	
12530	4.1734	17.659	
12531	4.1738	17.613	
12532	4.1741	17.56	
12533	4.1745	17.503	
12534	4.1749	17.444	
12535	4.1753	17.384	
12536	4.1758	17.325	
12537	4.1763	17.267	
12538	4.1768	17.211	
12539	4.1774	17.155	
12540	4.1778	17.131	
12541	4.1781	17.108	
12542	4.1785	17.089	
12543	4.1788	17.074	
12544	4.179	17.068	
12545	4.1792	17.062	
12546	4.1795	17.058	
12547	4.1798	17.055	
12548	4.18	17.054	
12549	4.1803	17.055	
12550	4.1806	17.058	
12551	4.1809	17.063	
12552	4.1812	17.07	
12553	4.1815	17.079	
12554	4.1818	17.088	
12555	4.1821	17.099	
12556	4.1824	17.111	
12557	4.1827	17.123	
12558	4.183	17.135	
12559	4.1833	17.148	
12560	4.1836	17.161	
12561	4.1839	17.173	
12562	4.1843	17.186	
12563	4.1846	17.198	
12564	4.185	17.209	
12565	4.1854	17.22	
12566	4.1859	17.231	
12567	4.1864	17.238	
12568	4.1867	17.24	
12569	4.187	17.241	
12570	4.1873	17.242	
12571	4.1876	17.24	
12572	4.1879	17.238	
12573	4.1882	17.234	
12574	4.1884	17.231	
12575	4.1886	17.228	
12576	4.1888	17.224	
12577	4.1891	17.218	
12578	4.1893	17.212	
12579	4.1896	17.205	
12580	4.1899	17.197	
12581	4.1902	17.188	
12582	4.1904	17.178	
12583	4.1907	17.168	
12584	4.191	17.157	
12585	4.1913	17.145	
12586	4.1916	17.133	
12587	4.1919	17.121	
12588	4.1922	17.108	
12589	4.1925	17.095	
12590	4.1928	17.082	
12591	4.1931	17.068	
12592	4.1934	17.054	
12593	4.1937	17.04	
12594	4.194	17.025	
12595	4.1943	17.011	
12596	4.1946	16.996	
12597	4.1949	16.981	
12598	4.1952	16.965	
12599	4.1955	16.95	
12600	4.1959	16.934	
12601	4.1962	16.917	
12602	4.1965	16.9	
12603	4.1968	16.883	
12604	4.1971	16.865	
12605	4.1974	16.846	
12606	4.1978	16.826	
12607	4.1981	16.806	
12608	4.1985	16.784	
12609	4.1988	16.76	
12610	4.1992	16.735	
12611	4.1995	16.707	
12612	4.1999	16.678	
12613	4.2003	16.645	
12614	4.2007	16.609	
12615	4.2011	16.569	
12616	4.2015	16.525	
12617	4.202	16.476	
12618	4.2024	16.421	
12619	4.2029	16.362	
12620	4.2034	16.298	
12621	4.2039	16.231	
12622	4.2044	16.162	
12623	4.2046	16.126	
12624	4.2049	16.083	
12625	4.2053	16.033	
12626	4.2057	15.979	
12627	4.2061	15.922	
12628	4.2065	15.864	
12629	4.207	15.806	
12630	4.2075	15.749	
12631	4.208	15.694	
12632	4.2085	15.639	
12633	4.2092	15.589	
12634	4.2095	15.568	
12635	4.2098	15.549	
12636	4.2102	15.532	
12637	4.2105	15.52	
12638	4.2107	15.514	
12639	4.2109	15.509	
12640	4.2111	15.505	
12641	4.2114	15.502	
12642	4.2117	15.501	
12643	4.2119	15.501	
12644	4.2122	15.503	
12645	4.2125	15.507	
12646	4.2128	15.512	
12647	4.2131	15.518	
12648	4.2134	15.525	
12649	4.2137	15.532	
12650	4.214	15.541	
12651	4.2143	15.549	
12652	4.2146	15.558	
12653	4.2149	15.567	
12654	4.2152	15.575	
12655	4.2155	15.583	
12656	4.2159	15.591	
12657	4.2162	15.597	
12658	4.2166	15.603	
12659	4.2171	15.607	
12660	4.2176	15.609	
12661	4.2178	15.608	
12662	4.2181	15.607	
12663	4.2184	15.604	
12664	4.2188	15.6	
12665	4.2191	15.594	
12666	4.2194	15.587	
12667	4.2196	15.583	
12668	4.2198	15.577	
12669	4.22	15.571	
12670	4.2203	15.563	
12671	4.2205	15.555	
12672	4.2208	15.545	
12673	4.2211	15.535	
12674	4.2214	15.523	
12675	4.2217	15.511	
12676	4.222	15.499	
12677	4.2222	15.486	
12678	4.2225	15.472	
12679	4.2228	15.458	
12680	4.2231	15.444	
12681	4.2234	15.429	
12682	4.2237	15.415	
12683	4.224	15.4	
12684	4.2243	15.385	
12685	4.2246	15.37	
12686	4.2249	15.355	
12687	4.2252	15.339	
12688	4.2255	15.324	
12689	4.2258	15.309	
12690	4.2261	15.293	
12691	4.2264	15.278	
12692	4.2267	15.262	
12693	4.227	15.247	
12694	4.2274	15.231	
12695	4.2277	15.215	
12696	4.228	15.199	
12697	4.2283	15.182	
12698	4.2286	15.165	
12699	4.229	15.147	
12700	4.2293	15.129	
12701	4.2296	15.11	
12702	4.23	15.09	
12703	4.2303	15.069	
12704	4.2307	15.046	
12705	4.231	15.021	
12706	4.2314	14.994	
12707	4.2318	14.965	
12708	4.2322	14.932	
12709	4.2326	14.896	
12710	4.233	14.855	
12711	4.2335	14.81	
12712	4.2339	14.76	
12713	4.2344	14.706	
12714	4.2349	14.647	
12715	4.2354	14.585	
12716	4.2359	14.521	
12717	4.2362	14.488	
12718	4.2365	14.448	
12719	4.2368	14.402	
12720	4.2372	14.352	
12721	4.2376	14.299	
12722	4.2381	14.245	
12723	4.2385	14.191	
12724	4.239	14.137	
12725	4.2395	14.085	
12726	4.2401	14.031	
12727	4.2407	13.984	
12728	4.241	13.964	
12729	4.2414	13.946	
12730	4.2417	13.93	
12731	4.2421	13.918	
12732	4.2422	13.913	
12733	4.2424	13.907	
12734	4.2427	13.903	
12735	4.2429	13.899	
12736	4.2432	13.897	
12737	4.2435	13.896	
12738	4.2437	13.896	
12739	4.244	13.897	
12740	4.2443	13.9	
12741	4.2446	13.903	
12742	4.2449	13.907	
12743	4.2452	13.912	
12744	4.2455	13.916	
12745	4.2458	13.921	
12746	4.2461	13.926	
12747	4.2464	13.931	
12748	4.2467	13.935	
12749	4.247	13.938	
12750	4.2474	13.941	
12751	4.2477	13.943	
12752	4.2481	13.942	
12753	4.2486	13.94	
12754	4.2491	13.934	
12755	4.2494	13.929	
12756	4.2497	13.924	
12757	4.25	13.916	
12758	4.2503	13.907	
12759	4.2506	13.897	
12760	4.251	13.886	
12761	4.2511	13.88	
12762	4.2513	13.872	
12763	4.2515	13.863	
12764	4.2518	13.853	
12765	4.252	13.842	
12766	4.2523	13.829	
12767	4.2526	13.816	
12768	4.2529	13.802	
12769	4.2532	13.788	
12770	4.2535	13.773	
12771	4.2538	13.757	
12772	4.254	13.741	
12773	4.2543	13.726	
12774	4.2546	13.709	
12775	4.2549	13.693	
12776	4.2552	13.677	
12777	4.2555	13.661	
12778	4.2558	13.645	
12779	4.2561	13.629	
12780	4.2564	13.613	
12781	4.2567	13.597	
12782	4.257	13.581	
12783	4.2573	13.565	
12784	4.2576	13.55	
12785	4.2579	13.534	
12786	4.2582	13.519	
12787	4.2585	13.503	
12788	4.2589	13.488	
12789	4.2592	13.473	
12790	4.2595	13.458	
12791	4.2598	13.443	
12792	4.2601	13.427	
12793	4.2604	13.411	
12794	4.2608	13.395	
12795	4.2611	13.378	
12796	4.2615	13.36	
12797	4.2618	13.342	
12798	4.2622	13.322	
12799	4.2625	13.3	
12800	4.2629	13.277	
12801	4.2633	13.251	
12802	4.2637	13.222	
12803	4.2641	13.19	
12804	4.2645	13.154	
12805	4.265	13.114	
12806	4.2655	13.07	
12807	4.2659	13.021	
12808	4.2664	12.968	
12809	4.2669	12.912	
12810	4.2674	12.854	
12811	4.2677	12.824	
12812	4.268	12.788	
12813	4.2683	12.745	
12814	4.2687	12.699	
12815	4.2691	12.651	
12816	4.2696	12.601	
12817	4.27	12.551	
12818	4.2705	12.501	
12819	4.271	12.451	
12820	4.2716	12.399	
12821	4.2719	12.375	
12822	4.2723	12.352	
12823	4.2727	12.331	
12824	4.273	12.313	
12825	4.2732	12.305	
12826	4.2734	12.296	
12827	4.2737	12.288	
12828	4.2739	12.281	
12829	4.2742	12.275	
12830	4.2745	12.27	
12831	4.2748	12.266	
12832	4.2751	12.264	
12833	4.2754	12.263	
12834	4.2757	12.263	
12835	4.276	12.263	
12836	4.2763	12.264	
12837	4.2766	12.266	
12838	4.2769	12.267	
12839	4.2772	12.269	
12840	4.2775	12.27	
12841	4.2778	12.271	
12842	4.2781	12.271	
12843	4.2784	12.271	
12844	4.2788	12.269	
12845	4.2791	12.266	
12846	4.2795	12.261	
12847	4.28	12.253	
12848	4.2805	12.241	
12849	4.2807	12.234	
12850	4.281	12.225	
12851	4.2813	12.214	
12852	4.2816	12.202	
12853	4.282	12.188	
12854	4.2823	12.173	
12855	4.2825	12.165	
12856	4.2827	12.156	
12857	4.2829	12.145	
12858	4.2831	12.132	
12859	4.2834	12.118	
12860	4.2837	12.104	
12861	4.2839	12.088	
12862	4.2842	12.072	
12863	4.2845	12.055	
12864	4.2848	12.038	
12865	4.2851	12.021	
12866	4.2854	12.003	
12867	4.2857	11.985	
12868	4.286	11.968	
12869	4.2863	11.95	
12870	4.2866	11.933	
12871	4.2869	11.916	
12872	4.2872	11.898	
12873	4.2875	11.881	
12874	4.2878	11.865	
12875	4.2881	11.848	
12876	4.2884	11.832	
12877	4.2887	11.816	
12878	4.289	11.801	
12879	4.2893	11.786	
12880	4.2896	11.771	
12881	4.2899	11.756	
12882	4.2902	11.742	
12883	4.2905	11.728	
12884	4.2908	11.714	
12885	4.2911	11.7	
12886	4.2914	11.686	
12887	4.2918	11.673	
12888	4.2921	11.659	
12889	4.2924	11.645	
12890	4.2928	11.63	
12891	4.2931	11.615	
12892	4.2935	11.599	
12893	4.2938	11.582	
12894	4.2942	11.563	
12895	4.2946	11.543	
12896	4.295	11.52	
12897	4.2954	11.494	
12898	4.2958	11.466	
12899	4.2963	11.433	
12900	4.2967	11.396	
12901	4.2972	11.355	
12902	4.2977	11.311	
12903	4.2982	11.262	
12904	4.2987	11.211	
12905	4.2989	11.185	
12906	4.2992	11.153	
12907	4.2996	11.115	
12908	4.3	11.073	
12909	4.3004	11.029	
12910	4.3008	10.983	
12911	4.3013	10.937	
12912	4.3017	10.89	
12913	4.3022	10.843	
12914	4.3028	10.795	
12915	4.3034	10.75	
12916	4.3037	10.73	
12917	4.3041	10.711	
12918	4.3044	10.694	
12919	4.3048	10.679	
12920	4.305	10.673	
12921	4.3052	10.665	
12922	4.3054	10.658	
12923	4.3056	10.652	
12924	4.3059	10.646	
12925	4.3062	10.641	
12926	4.3065	10.637	
12927	4.3068	10.634	
12928	4.307	10.631	
12929	4.3073	10.629	
12930	4.3076	10.628	
12931	4.3079	10.626	
12932	4.3082	10.625	
12933	4.3085	10.623	
12934	4.3088	10.621	
12935	4.3091	10.619	
12936	4.3094	10.616	
12937	4.3097	10.612	
12938	4.3101	10.607	
12939	4.3104	10.6	
12940	4.3108	10.591	
12941	4.3112	10.578	
12942	4.3118	10.561	
12943	4.312	10.551	
12944	4.3123	10.539	
12945	4.3126	10.525	
12946	4.313	10.509	
12947	4.3133	10.492	
12948	4.3136	10.474	
12949	4.3138	10.465	
12950	4.314	10.454	
12951	4.3142	10.441	
12952	4.3145	10.426	
12953	4.3147	10.41	
12954	4.315	10.393	
12955	4.3153	10.375	
12956	4.3156	10.357	
12957	4.3158	10.338	
12958	4.3161	10.319	
12959	4.3164	10.3	
12960	4.3167	10.281	
12961	4.317	10.262	
12962	4.3173	10.243	
12963	4.3176	10.224	
12964	4.3179	10.206	
12965	4.3182	10.187	
12966	4.3185	10.169	
12967	4.3188	10.152	
12968	4.3191	10.135	
12969	4.3194	10.118	
12970	4.3197	10.102	
12971	4.32	10.086	
12972	4.3203	10.07	
12973	4.3206	10.055	
12974	4.3209	10.041	
12975	4.3212	10.027	
12976	4.3215	10.014	
12977	4.3218	10.001	
12978	4.3221	9.9885	
12979	4.3224	9.9764	
12980	4.3228	9.9647	
12981	4.3231	9.9532	
12982	4.3234	9.9419	
12983	4.3237	9.9307	
12984	4.3241	9.9194	
12985	4.3244	9.9078	
12986	4.3248	9.8958	
12987	4.3251	9.883	
12988	4.3255	9.8693	
12989	4.3259	9.8543	
12990	4.3263	9.8376	
12991	4.3267	9.8187	
12992	4.3271	9.7971	
12993	4.3275	9.7724	
12994	4.328	9.7441	
12995	4.3284	9.7119	
12996	4.3289	9.6758	
12997	4.3294	9.636	
12998	4.3299	9.5933	
12999	4.3302	9.5711	
13000	4.3305	9.543	
13001	4.3308	9.5101	
13002	4.3312	9.4733	
13003	4.3316	9.4338	
13004	4.332	9.3925	
13005	4.3325	9.3501	
13006	4.3329	9.3074	
13007	4.3334	9.2645	
13008	4.334	9.2209	
13009	4.3346	9.1745	
13010	4.3349	9.1538	
13011	4.3353	9.1333	
13012	4.3356	9.1143	
13013	4.336	9.0973	
13014	4.3362	9.0897	
13015	4.3364	9.0814	
13016	4.3366	9.0729	
13017	4.3369	9.0648	
13018	4.3372	9.0573	
13019	4.3374	9.0505	
13020	4.3377	9.0444	
13021	4.338	9.0391	
13022	4.3383	9.0344	
13023	4.3386	9.0301	
13024	4.3389	9.0261	
13025	4.3392	9.0222	
13026	4.3395	9.0183	
13027	4.3398	9.0142	
13028	4.3401	9.0097	
13029	4.3404	9.0045	
13030	4.3407	8.9987	
13031	4.341	8.9918	
13032	4.3413	8.9837	
13033	4.3417	8.9739	
13034	4.342	8.9621	
13035	4.3424	8.9474	
13036	4.3429	8.927	
13037	4.3434	8.9025	
13038	4.3437	8.8892	
13039	4.344	8.8736	
13040	4.3443	8.8562	
13041	4.3446	8.8372	
13042	4.3449	8.8172	
13043	4.3453	8.7963	
13044	4.3454	8.7857	
13045	4.3456	8.7727	
13046	4.3458	8.7578	
13047	4.3461	8.7413	
13048	4.3463	8.7235	
13049	4.3466	8.7047	
13050	4.3469	8.6853	
13051	4.3472	8.6654	
13052	4.3475	8.6452	
13053	4.3477	8.6249	
13054	4.348	8.6045	
13055	4.3483	8.5843	
13056	4.3486	8.5643	
13057	4.3489	8.5446	
13058	4.3492	8.5252	
13059	4.3495	8.5062	
13060	4.3498	8.4876	
13061	4.3501	8.4696	
13062	4.3504	8.4521	
13063	4.3507	8.4351	
13064	4.351	8.4187	
13065	4.3513	8.403	
13066	4.3516	8.3879	
13067	4.3519	8.3735	
13068	4.3522	8.3597	
13069	4.3525	8.3466	
13070	4.3528	8.3343	
13071	4.3531	8.3225	
13072	4.3534	8.3115	
13073	4.3537	8.3011	
13074	4.354	8.2913	
13075	4.3543	8.282	
13076	4.3547	8.2732	
13077	4.355	8.2648	
13078	4.3553	8.2567	
13079	4.3557	8.2486	
13080	4.356	8.2405	
13081	4.3564	8.2322	
13082	4.3567	8.2234	
13083	4.3571	8.2138	
13084	4.3575	8.203	
13085	4.3579	8.1908	
13086	4.3583	8.1765	
13087	4.3587	8.1597	
13088	4.3592	8.14	
13089	4.3596	8.1168	
13090	4.3601	8.0899	
13091	4.3606	8.0594	
13092	4.3611	8.0256	
13093	4.3616	7.989	
13094	4.3618	7.9698	
13095	4.3621	7.9456	
13096	4.3625	7.9171	
13097	4.3629	7.8853	
13098	4.3633	7.8508	
13099	4.3637	7.8146	
13100	4.3641	7.7773	
13101	4.3646	7.7393	
13102	4.3651	7.7005	
13103	4.3657	7.6594	
13104	4.3663	7.6204	
13105	4.3666	7.6028	
13106	4.367	7.5856	
13107	4.3673	7.5695	
13108	4.3676	7.555	
13109	4.3678	7.5483	
13110	4.368	7.5409	
13111	4.3683	7.5332	
13112	4.3685	7.5255	
13113	4.3688	7.5181	
13114	4.369	7.5111	
13115	4.3693	7.5045	
13116	4.3696	7.4983	
13117	4.3699	7.4924	
13118	4.3702	7.4866	
13119	4.3705	7.4808	
13120	4.3708	7.4749	
13121	4.371	7.4687	
13122	4.3713	7.4621	
13123	4.3716	7.4548	
13124	4.3719	7.4467	
13125	4.3723	7.4375	
13126	4.3726	7.4271	
13127	4.3729	7.4151	
13128	4.3733	7.4012	
13129	4.3737	7.3844	
13130	4.3741	7.3634	
13131	4.3746	7.336	
13132	4.3749	7.3212	
13133	4.3751	7.3037	
13134	4.3755	7.2839	
13135	4.3758	7.2625	
13136	4.3761	7.2399	
13137	4.3764	7.2165	
13138	4.3766	7.2045	
13139	4.3768	7.1901	
13140	4.377	7.1736	
13141	4.3773	7.1554	
13142	4.3775	7.136	
13143	4.3778	7.1155	
13144	4.3781	7.0945	
13145	4.3784	7.073	
13146	4.3787	7.0513	
13147	4.379	7.0296	
13148	4.3792	7.0079	
13149	4.3795	6.9865	
13150	4.3798	6.9654	
13151	4.3801	6.9447	
13152	4.3804	6.9244	
13153	4.3807	6.9047	
13154	4.381	6.8855	
13155	4.3813	6.8669	
13156	4.3816	6.849	
13157	4.3819	6.8317	
13158	4.3822	6.8152	
13159	4.3825	6.7995	
13160	4.3828	6.7845	
13161	4.3831	6.7704	
13162	4.3834	6.7571	
13163	4.3837	6.7446	
13164	4.384	6.7331	
13165	4.3843	6.7224	
13166	4.3846	6.7125	
13167	4.3849	6.7036	
13168	4.3852	6.6954	
13169	4.3855	6.6881	
13170	4.3859	6.6815	
13171	4.3862	6.6756	
13172	4.3865	6.6704	
13173	4.3868	6.6656	
13174	4.3872	6.6612	
13175	4.3875	6.6569	
13176	4.3879	6.6527	
13177	4.3882	6.6483	
13178	4.3886	6.6434	
13179	4.389	6.6376	
13180	4.3894	6.6305	
13181	4.3898	6.6218	
13182	4.3902	6.6109	
13183	4.3907	6.5972	
13184	4.3912	6.5804	
13185	4.3916	6.5601	
13186	4.3921	6.5364	
13187	4.3926	6.5094	
13188	4.3931	6.4796	
13189	4.3934	6.4637	
13190	4.3937	6.4436	
13191	4.394	6.4198	
13192	4.3944	6.3928	
13193	4.3948	6.3634	
13194	4.3952	6.3322	
13195	4.3957	6.2998	
13196	4.3961	6.2663	
13197	4.3967	6.2317	
13198	4.3973	6.1935	
13199	4.3976	6.1755	
13200	4.3979	6.1569	
13201	4.3983	6.1389	
13202	4.3987	6.1222	
13203	4.3988	6.1144	
13204	4.3991	6.1057	
13205	4.3993	6.0966	
13206	4.3996	6.0875	
13207	4.3998	6.0786	
13208	4.4001	6.07	
13209	4.4004	6.0619	
13210	4.4007	6.0541	
13211	4.401	6.0467	
13212	4.4013	6.0394	
13213	4.4014	6.0358	
13214	4.4016	6.0314	
13215	4.4018	6.0263	
13216	4.402	6.0205	
13217	4.4023	6.0141	
13218	4.4025	6.007	
13219	4.4028	5.9991	
13220	4.4031	5.9903	
13221	4.4034	5.9805	
13222	4.4037	5.9694	
13223	4.404	5.9569	
13224	4.4043	5.9427	
13225	4.4047	5.9263	
13226	4.405	5.9069	
13227	4.4055	5.8831	
13228	4.406	5.8518	
13229	4.4065	5.8179	
13230	4.4067	5.8	
13231	4.407	5.7798	
13232	4.4073	5.7577	
13233	4.4076	5.7343	
13234	4.408	5.71	
13235	4.4083	5.6852	
13236	4.4084	5.6727	
13237	4.4086	5.6575	
13238	4.4088	5.6403	
13239	4.4091	5.6213	
13240	4.4093	5.6011	
13241	4.4096	5.58	
13242	4.4099	5.5584	
13243	4.4101	5.5365	
13244	4.4104	5.5144	
13245	4.4107	5.4925	
13246	4.411	5.4709	
13247	4.4113	5.4495	
13248	4.4116	5.4287	
13249	4.4119	5.4084	
13250	4.4122	5.3887	
13251	4.4125	5.3697	
13252	4.4128	5.3514	
13253	4.413	5.3338	
13254	4.4133	5.3172	
13255	4.4136	5.3013	
13256	4.4139	5.2864	
13257	4.4142	5.2724	
13258	4.4145	5.2594	
13259	4.4148	5.2473	
13260	4.4151	5.2363	
13261	4.4154	5.2264	
13262	4.4157	5.2174	
13263	4.416	5.2095	
13264	4.4163	5.2027	
13265	4.4167	5.1969	
13266	4.417	5.1922	
13267	4.4173	5.1884	
13268	4.4176	5.1855	
13269	4.4179	5.1834	
13270	4.4183	5.1821	
13271	4.4186	5.1814	
13272	4.419	5.1812	
13273	4.4193	5.1813	
13274	4.4197	5.1814	
13275	4.4201	5.1814	
13276	4.4204	5.1809	
13277	4.4208	5.1794	
13278	4.4213	5.1767	
13279	4.4217	5.1721	
13280	4.4221	5.1651	
13281	4.4226	5.1553	
13282	4.4231	5.1423	
13283	4.4236	5.1259	
13284	4.4241	5.1062	
13285	4.4243	5.0952	
13286	4.4246	5.0808	
13287	4.425	5.063	
13288	4.4253	5.0422	
13289	4.4257	5.0189	
13290	4.4262	4.9935	
13291	4.4266	4.9666	
13292	4.4271	4.9384	
13293	4.4276	4.9093	
13294	4.4281	4.879	
13295	4.4287	4.8454	
13296	4.429	4.8293	
13297	4.4293	4.8125	
13298	4.4297	4.7961	
13299	4.4301	4.7806	
13300	4.4303	4.7733	
13301	4.4305	4.7651	
13302	4.4307	4.7564	
13303	4.431	4.7476	
13304	4.4313	4.7388	
13305	4.4315	4.7302	
13306	4.4318	4.7218	
13307	4.4321	4.7136	
13308	4.4324	4.7055	
13309	4.4327	4.6974	
13310	4.4328	4.6934	
13311	4.433	4.6884	
13312	4.4332	4.6826	
13313	4.4334	4.6759	
13314	4.4337	4.6685	
13315	4.4339	4.6602	
13316	4.4342	4.651	
13317	4.4345	4.6407	
13318	4.4348	4.6293	
13319	4.4351	4.6166	
13320	4.4354	4.6024	
13321	4.4357	4.5862	
13322	4.4361	4.5678	
13323	4.4364	4.5464	
13324	4.4369	4.5204	
13325	4.4374	4.486	
13326	4.4379	4.4489	
13327	4.4381	4.4295	
13328	4.4384	4.4077	
13329	4.4387	4.384	
13330	4.439	4.3591	
13331	4.4394	4.3333	
13332	4.4397	4.3071	
13333	4.4398	4.294	
13334	4.44	4.2781	
13335	4.4402	4.2601	
13336	4.4405	4.2404	
13337	4.4407	4.2194	
13338	4.441	4.1976	
13339	4.4413	4.1753	
13340	4.4415	4.1528	
13341	4.4418	4.1304	
13342	4.4421	4.1081	
13343	4.4424	4.0861	
13344	4.4427	4.0646	
13345	4.443	4.0437	
13346	4.4433	4.0235	
13347	4.4436	4.0039	
13348	4.4439	3.9852	
13349	4.4441	3.9673	
13350	4.4444	3.9502	
13351	4.4447	3.9342	
13352	4.445	3.9191	
13353	4.4453	3.905	
13354	4.4456	3.892	
13355	4.4459	3.8802	
13356	4.4462	3.8694	
13357	4.4465	3.8598	
13358	4.4468	3.8514	
13359	4.4471	3.8442	
13360	4.4474	3.8383	
13361	4.4477	3.8335	
13362	4.448	3.83	
13363	4.4484	3.8277	
13364	4.4487	3.8265	
13365	4.449	3.8265	
13366	4.4493	3.8276	
13367	4.4497	3.8296	
13368	4.45	3.8326	
13369	4.4503	3.8363	
13370	4.4507	3.8406	
13371	4.4511	3.8453	
13372	4.4514	3.8501	
13373	4.4518	3.8548	
13374	4.4522	3.8591	
13375	4.4526	3.8624	
13376	4.4531	3.8644	
13377	4.4535	3.8645	
13378	4.454	3.862	
13379	4.4544	3.8566	
13380	4.4549	3.848	
13381	4.4554	3.836	
13382	4.4559	3.821	
13383	4.4562	3.8123	
13384	4.4565	3.8008	
13385	4.4568	3.7866	
13386	4.4572	3.7698	
13387	4.4576	3.7507	
13388	4.458	3.7298	
13389	4.4585	3.7073	
13390	4.4589	3.6835	
13391	4.4594	3.6583	
13392	4.46	3.6301	
13393	4.4603	3.6162	
13394	4.4607	3.6013	
13395	4.461	3.5865	
13396	4.4614	3.5723	
13397	4.4616	3.5656	
13398	4.4618	3.558	
13399	4.4621	3.5497	
13400	4.4623	3.5413	
13401	4.4626	3.5328	
13402	4.4629	3.5243	
13403	4.4632	3.5159	
13404	4.4635	3.5076	
13405	4.4638	3.4993	
13406	4.4639	3.4951	
13407	4.4641	3.49	
13408	4.4643	3.484	
13409	4.4645	3.4773	
13410	4.4647	3.4697	
13411	4.465	3.4614	
13412	4.4653	3.4522	
13413	4.4655	3.4421	
13414	4.4658	3.4309	
13415	4.4661	3.4186	
13416	4.4664	3.405	
13417	4.4667	3.3897	
13418	4.467	3.3727	
13419	4.4674	3.3534	
13420	4.4677	3.3312	
13421	4.4682	3.3048	
13422	4.4687	3.2696	
13423	4.4692	3.2308	
13424	4.4694	3.2106	
13425	4.4697	3.1877	
13426	4.47	3.163	
13427	4.4703	3.1369	
13428	4.4707	3.11	
13429	4.471	3.0827	
13430	4.4711	3.0691	
13431	4.4713	3.0527	
13432	4.4716	3.034	
13433	4.4718	3.0137	
13434	4.472	2.9922	
13435	4.4723	2.9699	
13436	4.4726	2.9472	
13437	4.4729	2.9243	
13438	4.4731	2.9015	
13439	4.4734	2.879	
13440	4.4737	2.8569	
13441	4.474	2.8354	
13442	4.4743	2.8145	
13443	4.4746	2.7943	
13444	4.4749	2.775	
13445	4.4752	2.7565	
13446	4.4755	2.739	
13447	4.4758	2.7224	
13448	4.4761	2.7069	
13449	4.4763	2.6925	
13450	4.4766	2.6792	
13451	4.4769	2.6671	
13452	4.4772	2.6562	
13453	4.4775	2.6466	
13454	4.4778	2.6382	
13455	4.4781	2.6312	
13456	4.4784	2.6254	
13457	4.4787	2.6211	
13458	4.479	2.6181	
13459	4.4794	2.6166	
13460	4.4797	2.6164	
13461	4.48	2.6175	
13462	4.4803	2.62	
13463	4.4806	2.6238	
13464	4.481	2.6288	
13465	4.4813	2.635	
13466	4.4816	2.6422	
13467	4.482	2.6503	
13468	4.4823	2.6592	
13469	4.4827	2.6686	
13470	4.4831	2.6783	
13471	4.4835	2.688	
13472	4.4839	2.6973	
13473	4.4843	2.7058	
13474	4.4847	2.7129	
13475	4.4852	2.7181	
13476	4.4857	2.7207	
13477	4.4862	2.7204	
13478	4.4866	2.7167	
13479	4.4871	2.7097	
13480	4.4874	2.7051	
13481	4.4877	2.6983	
13482	4.488	2.6893	
13483	4.4884	2.678	
13484	4.4888	2.6645	
13485	4.4892	2.6491	
13486	4.4897	2.632	
13487	4.4901	2.6135	
13488	4.4906	2.5936	
13489	4.4912	2.5719	
13490	4.4918	2.5481	
13491	4.4921	2.5368	
13492	4.4924	2.5251	
13493	4.4928	2.5135	
13494	4.4931	2.5024	
13495	4.4933	2.4971	
13496	4.4935	2.4909	
13497	4.4938	2.4842	
13498	4.494	2.4771	
13499	4.4943	2.4697	
13500	4.4946	2.4622	
13501	4.4948	2.4546	
13502	4.4951	2.4467	
13503	4.4954	2.4386	
13504	4.4957	2.4301	
13505	4.496	2.4212	
13506	4.4963	2.4117	
13507	4.4966	2.4015	
