	Time [s]	Theta 1 (Bottom Pendulum) (Relative Rotation X) [°]	
11138	4.4007	-1.0024	
11139	4.4009	-1.0035	
11140	4.4013	-1.0049	
11141	4.4016	-1.0065	
11142	4.4019	-1.0081	
11143	4.4023	-1.0097	
11144	4.4026	-1.0112	
11145	4.403	-1.0126	
11146	4.4034	-1.0136	
11147	4.4038	-1.0141	
11148	4.4042	-1.0142	
11149	4.4046	-1.0135	
11150	4.4051	-1.0119	
11151	4.4057	-1.0089	
11152	4.4063	-1.0043	
11153	4.4067	-1.0015	
11154	4.407	-0.9981	
11155	4.4074	-0.99417	
11156	4.4078	-0.98983	
11157	4.4082	-0.98521	
11158	4.4085	-0.98044	
11159	4.4087	-0.97803	
11160	4.409	-0.97515	
11161	4.4092	-0.97191	
11162	4.4095	-0.9684	
11163	4.4098	-0.96476	
11164	4.4102	-0.96107	
11165	4.4105	-0.95743	
11166	4.4108	-0.95392	
11167	4.4112	-0.95059	
11168	4.4115	-0.94751	
11169	4.4119	-0.9447	
11170	4.4122	-0.9422	
11171	4.4126	-0.94002	
11172	4.4129	-0.93818	
11173	4.4133	-0.93667	
11174	4.4136	-0.9355	
11175	4.414	-0.93466	
11176	4.4144	-0.93412	
11177	4.4147	-0.93386	
11178	4.4151	-0.93386	
11179	4.4154	-0.93406	
11180	4.4158	-0.93443	
11181	4.4162	-0.9349	
11182	4.4166	-0.93542	
11183	4.417	-0.93591	
11184	4.4174	-0.93627	
11185	4.4178	-0.93643	
11186	4.4182	-0.93626	
11187	4.4186	-0.93565	
11188	4.419	-0.93446	
11189	4.4195	-0.93252	
11190	4.42	-0.92967	
11191	4.4205	-0.92568	
11192	4.421	-0.9203	
11193	4.4216	-0.91314	
11194	4.4223	-0.90343	
11195	4.4231	-0.89121	
11196	4.4235	-0.88486	
11197	4.424	-0.87796	
11198	4.4244	-0.87089	
11199	4.4249	-0.86402	
11200	4.4253	-0.85765	
11201	4.4256	-0.85472	
11202	4.4258	-0.85151	
11203	4.4261	-0.84826	
11204	4.4265	-0.84516	
11205	4.4268	-0.84239	
11206	4.4272	-0.84005	
11207	4.4275	-0.83821	
11208	4.4279	-0.83688	
11209	4.4283	-0.83603	
11210	4.4287	-0.8356	
11211	4.4288	-0.83552	
11212	4.4291	-0.83553	
11213	4.4293	-0.83564	
11214	4.4296	-0.83586	
11215	4.4299	-0.83616	
11216	4.4302	-0.8365	
11217	4.4306	-0.83679	
11218	4.4309	-0.83695	
11219	4.4313	-0.83689	
11220	4.4317	-0.83651	
11221	4.4321	-0.8357	
11222	4.4325	-0.83434	
11223	4.4329	-0.83228	
11224	4.4333	-0.82934	
11225	4.4338	-0.82517	
11226	4.4345	-0.81848	
11227	4.4348	-0.81453	
11228	4.4352	-0.80972	
11229	4.4356	-0.80421	
11230	4.436	-0.7982	
11231	4.4364	-0.7919	
11232	4.4366	-0.78869	
11233	4.4369	-0.78483	
11234	4.4371	-0.78047	
11235	4.4374	-0.77573	
11236	4.4378	-0.77078	
11237	4.4381	-0.76574	
11238	4.4384	-0.76072	
11239	4.4388	-0.75582	
11240	4.4391	-0.75113	
11241	4.4395	-0.74671	
11242	4.4398	-0.74261	
11243	4.4402	-0.73887	
11244	4.4405	-0.73553	
11245	4.4409	-0.73259	
11246	4.4413	-0.73007	
11247	4.4416	-0.72797	
11248	4.442	-0.7263	
11249	4.4423	-0.72505	
11250	4.4427	-0.7242	
11251	4.443	-0.72373	
11252	4.4434	-0.72362	
11253	4.4438	-0.72383	
11254	4.4441	-0.72431	
11255	4.4445	-0.72503	
11256	4.4449	-0.72592	
11257	4.4453	-0.72691	
11258	4.4457	-0.72793	
11259	4.4461	-0.72889	
11260	4.4465	-0.72968	
11261	4.4469	-0.7302	
11262	4.4473	-0.73031	
11263	4.4478	-0.72988	
11264	4.4482	-0.72873	
11265	4.4487	-0.72668	
11266	4.4492	-0.7235	
11267	4.4498	-0.71889	
11268	4.4504	-0.71241	
11269	4.4512	-0.70307	
11270	4.452	-0.69172	
11271	4.4524	-0.68581	
11272	4.4528	-0.67948	
11273	4.4533	-0.67306	
11274	4.4537	-0.66684	
11275	4.4542	-0.66106	
11276	4.4544	-0.65838	
11277	4.4547	-0.65543	
11278	4.455	-0.65238	
11279	4.4553	-0.64942	
11280	4.4556	-0.64668	
11281	4.456	-0.64424	
11282	4.4563	-0.64214	
11283	4.4567	-0.64039	
11284	4.4571	-0.63895	
11285	4.4574	-0.63777	
11286	4.4578	-0.63676	
11287	4.4582	-0.63585	
11288	4.4586	-0.63494	
11289	4.4589	-0.63394	
11290	4.4593	-0.63275	
11291	4.4597	-0.63128	
11292	4.4601	-0.62941	
11293	4.4605	-0.62705	
11294	4.4609	-0.62408	
11295	4.4613	-0.62036	
11296	4.4617	-0.61569	
11297	4.4622	-0.60976	
11298	4.4628	-0.60172	
11299	4.4634	-0.59166	
11300	4.4637	-0.58624	
11301	4.4641	-0.57996	
11302	4.4645	-0.57304	
11303	4.4648	-0.56573	
11304	4.4652	-0.55822	
11305	4.4656	-0.5507	
11306	4.4658	-0.54698	
11307	4.4661	-0.54258	
11308	4.4663	-0.53768	
11309	4.4666	-0.53247	
11310	4.4669	-0.52712	
11311	4.4672	-0.52178	
11312	4.4676	-0.51657	
11313	4.4679	-0.51159	
11314	4.4683	-0.50694	
11315	4.4686	-0.50267	
11316	4.4689	-0.49883	
11317	4.4693	-0.49546	
11318	4.4697	-0.49259	
11319	4.47	-0.49023	
11320	4.4704	-0.48838	
11321	4.4707	-0.48704	
11322	4.4711	-0.48621	
11323	4.4714	-0.48588	
11324	4.4718	-0.48601	
11325	4.4722	-0.48659	
11326	4.4725	-0.48757	
11327	4.4729	-0.48892	
11328	4.4733	-0.49057	
11329	4.4736	-0.49248	
11330	4.474	-0.49456	
11331	4.4744	-0.49674	
11332	4.4748	-0.49892	
11333	4.4752	-0.50101	
11334	4.4757	-0.50287	
11335	4.4761	-0.50438	
11336	4.4766	-0.50539	
11337	4.477	-0.50572	
11338	4.4775	-0.50517	
11339	4.4781	-0.5035	
11340	4.4787	-0.50038	
11341	4.4793	-0.49523	
11342	4.4801	-0.48748	
11343	4.4809	-0.47833	
11344	4.4813	-0.47351	
11345	4.4817	-0.46838	
11346	4.4822	-0.46319	
11347	4.4826	-0.45816	
11348	4.4828	-0.45575	
11349	4.4831	-0.45301	
11350	4.4834	-0.4501	
11351	4.4837	-0.44715	
11352	4.4841	-0.44429	
11353	4.4844	-0.44161	
11354	4.4848	-0.43915	
11355	4.4851	-0.43691	
11356	4.4855	-0.43488	
11357	4.4859	-0.433	
11358	4.4862	-0.43122	
11359	4.4866	-0.42945	
11360	4.487	-0.42761	
11361	4.4874	-0.42561	
11362	4.4877	-0.42337	
11363	4.4881	-0.42078	
11364	4.4885	-0.41776	
11365	4.4889	-0.4142	
11366	4.4893	-0.40999	
11367	4.4897	-0.40498	
11368	4.4901	-0.39901	
11369	4.4906	-0.39179	
11370	4.4911	-0.38272	
11371	4.4918	-0.37029	
11372	4.4921	-0.36366	
11373	4.4925	-0.35601	
11374	4.4928	-0.34766	
11375	4.4932	-0.33891	
11376	4.4937	-0.33003	
11377	4.4939	-0.32561	
11378	4.4941	-0.32037	
11379	4.4944	-0.31451	
11380	4.4947	-0.30827	
11381	4.495	-0.30184	
11382	4.4953	-0.2954	
11383	4.4956	-0.28911	
11384	4.496	-0.28309	
11385	4.4963	-0.27744	
11386	4.4967	-0.27223	
11387	4.497	-0.26754	
11388	4.4974	-0.2634	
11389	4.4977	-0.25984	
11390	4.4981	-0.25689	
11391	4.4984	-0.25456	
11392	4.4988	-0.25285	
11393	4.4992	-0.25178	
11394	4.4995	-0.25132	
11395	4.4999	-0.25147	
11396	4.5002	-0.25221	
11397	4.5006	-0.25351	
11398	4.501	-0.25534	
11399	4.5013	-0.25766	
11400	4.5017	-0.26043	
11401	4.5021	-0.26358	
11402	4.5025	-0.26706	
11403	4.5029	-0.27078	
11404	4.5033	-0.27466	
11405	4.5037	-0.27861	
11406	4.5041	-0.28251	
11407	4.5045	-0.28623	
11408	4.505	-0.28964	
11409	4.5054	-0.29258	
11410	4.5059	-0.29487	
11411	4.5064	-0.29629	
11412	4.507	-0.2966	
11413	4.5076	-0.29539	
11414	4.5084	-0.29195	
11415	4.5092	-0.28645	
11416	4.5096	-0.28319	
11417	4.5101	-0.2795	
11418	4.5105	-0.27557	
11419	4.511	-0.27158	
11420	4.5112	-0.26962	
11421	4.5115	-0.26735	
11422	4.5118	-0.26488	
11423	4.5121	-0.26233	
11424	4.5124	-0.25978	
11425	4.5128	-0.25732	
11426	4.5132	-0.25498	
11427	4.5135	-0.25276	
11428	4.5139	-0.25065	
11429	4.5143	-0.24861	
11430	4.5145	-0.2476	
11431	4.5147	-0.24636	
11432	4.5149	-0.24492	
11433	4.5152	-0.24326	
11434	4.5155	-0.24136	
11435	4.5158	-0.23917	
11436	4.5162	-0.23664	
11437	4.5165	-0.23371	
11438	4.5169	-0.23028	
11439	4.5173	-0.22627	
11440	4.5176	-0.22159	
11441	4.518	-0.2161	
11442	4.5185	-0.20966	
11443	4.5189	-0.20205	
11444	4.5194	-0.19284	
11445	4.52	-0.18068	
11446	4.5206	-0.16662	
11447	4.5209	-0.1593	
11448	4.5213	-0.15108	
11449	4.5217	-0.14226	
11450	4.5221	-0.13316	
11451	4.5224	-0.12403	
11452	4.5228	-0.11509	
11453	4.523	-0.11072	
11454	4.5233	-0.10563	
11455	4.5235	-0.10003	
11456	4.5238	-9.4167e-002	
11457	4.5241	-8.8245e-002	
11458	4.5244	-8.2448e-002	
11459	4.5248	-7.6925e-002	
11460	4.5251	-7.1799e-002	
11461	4.5254	-6.7163e-002	
11462	4.5258	-6.309e-002	
11463	4.5261	-5.9636e-002	
11464	4.5265	-5.6839e-002	
11465	4.5268	-5.4727e-002	
11466	4.5272	-5.3316e-002	
11467	4.5275	-5.2617e-002	
11468	4.5279	-5.2629e-002	
11469	4.5282	-5.3346e-002	
11470	4.5286	-5.4757e-002	
11471	4.529	-5.6841e-002	
11472	4.5293	-5.9573e-002	
11473	4.5297	-6.2919e-002	
11474	4.5301	-6.6838e-002	
11475	4.5304	-7.1281e-002	
11476	4.5308	-7.6191e-002	
11477	4.5312	-8.1501e-002	
11478	4.5316	-8.7132e-002	
11479	4.532	-9.2998e-002	
11480	4.5324	-9.8999e-002	
11481	4.5328	-0.10502	
11482	4.5333	-0.11094	
11483	4.5337	-0.11662	
11484	4.5342	-0.1219	
11485	4.5347	-0.1266	
11486	4.5353	-0.13053	
11487	4.5359	-0.13344	
11488	4.5365	-0.13499	
11489	4.5373	-0.13456	
11490	4.5377	-0.13361	
11491	4.5382	-0.13213	
11492	4.5386	-0.13019	
11493	4.5391	-0.12793	
11494	4.5395	-0.12551	
11495	4.5398	-0.12428	
11496	4.54	-0.12284	
11497	4.5404	-0.12125	
11498	4.5407	-0.11958	
11499	4.541	-0.11788	
11500	4.5414	-0.11621	
11501	4.5418	-0.11457	
11502	4.5421	-0.11297	
11503	4.5425	-0.11137	
11504	4.5429	-0.10974	
11505	4.5431	-0.10889	
11506	4.5433	-0.10783	
11507	4.5435	-0.10654	
11508	4.5438	-0.105	
11509	4.5441	-0.10317	
11510	4.5444	-0.101	
11511	4.5448	-9.8431e-002	
11512	4.5451	-9.5393e-002	
11513	4.5455	-9.1807e-002	
11514	4.5459	-8.7586e-002	
11515	4.5462	-8.2632e-002	
11516	4.5467	-7.6828e-002	
11517	4.5471	-7.0022e-002	
11518	4.5475	-6.1983e-002	
11519	4.548	-5.2267e-002	
11520	4.5486	-3.9153e-002	
11521	4.5493	-2.4451e-002	
11522	4.5496	-1.6864e-002	
11523	4.5499	-8.4559e-003	
11524	4.5503	4.3859e-004	
11525	4.5507	9.5161e-003	
11526	4.5511	1.8521e-002	
11527	4.5515	2.7253e-002	
11528	4.5517	3.148e-002	
11529	4.5519	3.6383e-002	
11530	4.5522	4.1723e-002	
11531	4.5525	4.7265e-002	
11532	4.5528	5.2794e-002	
11533	4.5531	5.8129e-002	
11534	4.5534	6.3117e-002	
11535	4.5537	6.7637e-002	
11536	4.5541	7.1597e-002	
11537	4.5544	7.4922e-002	
11538	4.5548	7.756e-002	
11539	4.5551	7.9471e-002	
11540	4.5555	8.0629e-002	
11541	4.5558	8.1018e-002	
11542	4.5562	8.0629e-002	
11543	4.5565	7.946e-002	
11544	4.5569	7.7519e-002	
11545	4.5572	7.4817e-002	
11546	4.5576	7.1374e-002	
11547	4.558	6.7216e-002	
11548	4.5583	6.2375e-002	
11549	4.5587	5.6892e-002	
11550	4.5591	5.0817e-002	
11551	4.5595	4.4205e-002	
11552	4.5598	3.7123e-002	
11553	4.5602	2.9646e-002	
11554	4.5606	2.1862e-002	
11555	4.5611	1.3868e-002	
11556	4.5615	5.7708e-003	
11557	4.5619	-2.3071e-003	
11558	4.5624	-1.0233e-002	
11559	4.5629	-1.7861e-002	
11560	4.5634	-2.5031e-002	
11561	4.5639	-3.1575e-002	
11562	4.5645	-3.7313e-002	
11563	4.5653	-4.2064e-002	
11564	4.5661	-4.499e-002	
11565	4.5665	-4.5669e-002	
11566	4.5669	-4.5932e-002	
11567	4.5673	-4.5794e-002	
11568	4.5678	-4.534e-002	
11569	4.5683	-4.4681e-002	
11570	4.5685	-4.4307e-002	
11571	4.5688	-4.3847e-002	
11572	4.5691	-4.3324e-002	
11573	4.5694	-4.2762e-002	
11574	4.5697	-4.2184e-002	
11575	4.5701	-4.1601e-002	
11576	4.5704	-4.1009e-002	
11577	4.5708	-4.0391e-002	
11578	4.5712	-3.971e-002	
11579	4.5716	-3.8922e-002	
11580	4.5719	-3.7971e-002	
11581	4.5721	-3.7415e-002	
11582	4.5723	-3.6653e-002	
11583	4.5726	-3.5644e-002	
11584	4.5729	-3.4334e-002	
11585	4.5732	-3.2662e-002	
11586	4.5735	-3.0558e-002	
11587	4.5738	-2.7949e-002	
11588	4.5742	-2.4752e-002	
11589	4.5746	-2.0881e-002	
11590	4.575	-1.6236e-002	
11591	4.5754	-1.0698e-002	
11592	4.5758	-4.1065e-003	
11593	4.5762	3.7987e-003	
11594	4.5768	1.3602e-002	
11595	4.5774	2.7052e-002	
11596	4.5778	3.4112e-002	
11597	4.5781	4.2154e-002	
11598	4.5785	5.0805e-002	
11599	4.5789	5.9719e-002	
11600	4.5793	6.8599e-002	
11601	4.5795	7.2955e-002	
11602	4.5798	7.8053e-002	
11603	4.58	8.3654e-002	
11604	4.5803	8.9518e-002	
11605	4.5806	9.5423e-002	
11606	4.581	0.10117	
11607	4.5813	0.10661	
11608	4.5817	0.1116	
11609	4.582	0.11604	
11610	4.5823	0.11984	
11611	4.5827	0.12296	
11612	4.583	0.12534	
11613	4.5834	0.12695	
11614	4.5838	0.12777	
11615	4.5841	0.12778	
11616	4.5845	0.12697	
11617	4.5848	0.12534	
11618	4.5852	0.1229	
11619	4.5855	0.11965	
11620	4.5859	0.11561	
11621	4.5863	0.11079	
11622	4.5866	0.10523	
11623	4.587	9.8958e-002	
11624	4.5874	9.2016e-002	
11625	4.5877	8.4451e-002	
11626	4.5881	7.6321e-002	
11627	4.5885	6.7692e-002	
11628	4.5889	5.8639e-002	
11629	4.5893	4.9247e-002	
11630	4.5897	3.961e-002	
11631	4.5902	2.9835e-002	
11632	4.5906	2.0036e-002	
11633	4.5911	1.034e-002	
11634	4.5916	8.7871e-004	
11635	4.5921	-8.2089e-003	
11636	4.5926	-1.6791e-002	
11637	4.5933	-2.4778e-002	
11638	4.594	-3.2187e-002	
11639	4.5948	-3.77e-002	
11640	4.5952	-3.9683e-002	
11641	4.5957	-4.135e-002	
11642	4.5961	-4.2702e-002	
11643	4.5966	-4.3795e-002	
11644	4.5968	-4.4272e-002	
11645	4.5971	-4.4796e-002	
11646	4.5974	-4.5353e-002	
11647	4.5977	-4.5938e-002	
11648	4.598	-4.6552e-002	
11649	4.5984	-4.7193e-002	
11650	4.5988	-4.7849e-002	
11651	4.5991	-4.8499e-002	
11652	4.5995	-4.9109e-002	
11653	4.5999	-4.9634e-002	
11654	4.6001	-4.9848e-002	
11655	4.6003	-5.0051e-002	
11656	4.6006	-5.0191e-002	
11657	4.6008	-5.0208e-002	
11658	4.6011	-5.0034e-002	
11659	4.6015	-4.9595e-002	
11660	4.6018	-4.8815e-002	
11661	4.6021	-4.7617e-002	
11662	4.6025	-4.5921e-002	
11663	4.6029	-4.3646e-002	
11664	4.6033	-4.0705e-002	
11665	4.6037	-3.7002e-002	
11666	4.6041	-3.242e-002	
11667	4.6045	-2.6794e-002	
11668	4.605	-1.984e-002	
11669	4.6056	-1.0753e-002	
11670	4.6062	3.4191e-004	
11671	4.6065	6.1495e-003	
11672	4.6068	1.2754e-002	
11673	4.6072	1.986e-002	
11674	4.6076	2.7181e-002	
11675	4.608	3.4468e-002	
11676	4.6084	4.1515e-002	
11677	4.6086	4.4908e-002	
11678	4.6088	4.8817e-002	
11679	4.6091	5.3033e-002	
11680	4.6094	5.7348e-002	
11681	4.6097	6.1572e-002	
11682	4.61	6.5539e-002	
11683	4.6103	6.9111e-002	
11684	4.6107	7.2179e-002	
11685	4.611	7.4654e-002	
11686	4.6114	7.6468e-002	
11687	4.6117	7.7572e-002	
11688	4.6121	7.7926e-002	
11689	4.6124	7.7506e-002	
11690	4.6128	7.6292e-002	
11691	4.6131	7.4274e-002	
11692	4.6135	7.145e-002	
11693	4.6138	6.7822e-002	
11694	4.6142	6.3399e-002	
11695	4.6145	5.8195e-002	
11696	4.6149	5.2232e-002	
11697	4.6153	4.5536e-002	
11698	4.6156	3.8142e-002	
11699	4.616	3.0092e-002	
11700	4.6164	2.1434e-002	
11701	4.6168	1.2225e-002	
11702	4.6172	2.5315e-003	
11703	4.6176	-7.5721e-003	
11704	4.618	-1.8002e-002	
11705	4.6184	-2.8665e-002	
11706	4.6188	-3.946e-002	
11707	4.6193	-5.0275e-002	
11708	4.6197	-6.0995e-002	
11709	4.6202	-7.1498e-002	
11710	4.6208	-8.167e-002	
11711	4.6213	-9.1423e-002	
11712	4.622	-0.10077	
11713	4.6228	-0.10975	
11714	4.6236	-0.1168	
11715	4.624	-0.11964	
11716	4.6244	-0.12229	
11717	4.6249	-0.12474	
11718	4.6253	-0.12704	
11719	4.6255	-0.12816	
11720	4.6258	-0.12947	
11721	4.6261	-0.13094	
11722	4.6264	-0.13256	
11723	4.6268	-0.13431	
11724	4.6271	-0.13616	
11725	4.6275	-0.1381	
11726	4.6278	-0.14007	
11727	4.6282	-0.14204	
11728	4.6286	-0.14396	
11729	4.629	-0.14576	
11730	4.6291	-0.1466	
11731	4.6294	-0.14754	
11732	4.6296	-0.14851	
11733	4.6299	-0.14941	
11734	4.6302	-0.15016	
11735	4.6305	-0.15065	
11736	4.6309	-0.15079	
11737	4.6312	-0.15049	
11738	4.6316	-0.14967	
11739	4.632	-0.14824	
11740	4.6324	-0.14609	
11741	4.6328	-0.14311	
11742	4.6333	-0.13915	
11743	4.6338	-0.13387	
11744	4.6344	-0.12589	
11745	4.6348	-0.12144	
11746	4.6351	-0.11622	
11747	4.6355	-0.1105	
11748	4.6359	-0.10454	
11749	4.6363	-9.8583e-002	
11750	4.6365	-9.5663e-002	
11751	4.6368	-9.2268e-002	
11752	4.6371	-8.8571e-002	
11753	4.6374	-8.4752e-002	
11754	4.6377	-8.0981e-002	
11755	4.638	-7.741e-002	
11756	4.6384	-7.4169e-002	
11757	4.6387	-7.1365e-002	
11758	4.639	-6.9083e-002	
11759	4.6394	-6.7392e-002	
11760	4.6398	-6.6343e-002	
11761	4.6401	-6.5978e-002	
11762	4.6405	-6.6327e-002	
11763	4.6408	-6.741e-002	
11764	4.6412	-6.9244e-002	
11765	4.6415	-7.1835e-002	
11766	4.6419	-7.5188e-002	
11767	4.6422	-7.9301e-002	
11768	4.6426	-8.4164e-002	
11769	4.6429	-8.9766e-002	
11770	4.6433	-9.6087e-002	
11771	4.6437	-0.1031	
11772	4.644	-0.11078	
11773	4.6444	-0.11908	
11774	4.6448	-0.12797	
11775	4.6452	-0.13738	
11776	4.6456	-0.14725	
11777	4.646	-0.15753	
11778	4.6464	-0.16812	
11779	4.6468	-0.17894	
11780	4.6472	-0.18989	
11781	4.6476	-0.20088	
11782	4.6481	-0.2118	
11783	4.6486	-0.22253	
11784	4.6491	-0.23297	
11785	4.6497	-0.24304	
11786	4.6503	-0.25273	
11787	4.651	-0.26219	
11788	4.6518	-0.27055	
11789	4.6522	-0.27406	
11790	4.6526	-0.27748	
11791	4.6531	-0.28076	
11792	4.6536	-0.28395	
11793	4.654	-0.28711	
11794	4.6542	-0.28872	
11795	4.6545	-0.29064	
11796	4.6548	-0.29285	
11797	4.6551	-0.29534	
11798	4.6555	-0.29807	
11799	4.6558	-0.30102	
11800	4.6562	-0.30415	
11801	4.6566	-0.30742	
11802	4.6569	-0.31076	
11803	4.6573	-0.31411	
11804	4.6577	-0.3174	
11805	4.658	-0.32058	
11806	4.6584	-0.32356	
11807	4.6588	-0.32628	
11808	4.6591	-0.32868	
11809	4.6595	-0.33069	
11810	4.6599	-0.33225	
11811	4.6603	-0.33329	
11812	4.6607	-0.33374	
11813	4.6611	-0.33353	
11814	4.6616	-0.33256	
11815	4.662	-0.33068	
11816	4.6626	-0.32758	
11817	4.6632	-0.3229	
11818	4.6635	-0.32022	
11819	4.6639	-0.31703	
11820	4.6643	-0.31347	
11821	4.6646	-0.30971	
11822	4.665	-0.30593	
11823	4.6654	-0.30228	
11824	4.6656	-0.30054	
11825	4.6659	-0.29856	
11826	4.6661	-0.29647	
11827	4.6664	-0.29441	
11828	4.6667	-0.29249	
11829	4.6671	-0.29084	
11830	4.6674	-0.28955	
11831	4.6677	-0.2887	
11832	4.6681	-0.28836	
11833	4.6684	-0.28857	
11834	4.6688	-0.28939	
11835	4.6691	-0.29084	
11836	4.6695	-0.29294	
11837	4.6698	-0.29571	
11838	4.6702	-0.29915	
11839	4.6705	-0.30327	
11840	4.6709	-0.30807	
11841	4.6713	-0.31353	
11842	4.6716	-0.31964	
11843	4.672	-0.32638	
11844	4.6723	-0.33372	
11845	4.6727	-0.34163	
11846	4.6731	-0.35007	
11847	4.6735	-0.35899	
11848	4.6738	-0.36833	
11849	4.6742	-0.37803	
11850	4.6746	-0.38802	
11851	4.675	-0.39822	
11852	4.6755	-0.40854	
11853	4.6759	-0.41889	
11854	4.6763	-0.42916	
11855	4.6768	-0.43924	
11856	4.6773	-0.44904	
11857	4.6778	-0.45846	
11858	4.6784	-0.46744	
11859	4.679	-0.47604	
11860	4.6798	-0.48448	
11861	4.6806	-0.49157	
11862	4.681	-0.49466	
11863	4.6815	-0.49778	
11864	4.6819	-0.50095	
11865	4.6824	-0.50424	
11866	4.6826	-0.50596	
11867	4.6829	-0.50808	
11868	4.6832	-0.51059	
11869	4.6835	-0.51349	
11870	4.6838	-0.51677	
11871	4.6842	-0.52041	
11872	4.6846	-0.52438	
11873	4.6849	-0.52864	
11874	4.6853	-0.53311	
11875	4.6857	-0.53775	
11876	4.6859	-0.54011	
11877	4.6861	-0.54297	
11878	4.6863	-0.54626	
11879	4.6866	-0.54986	
11880	4.6869	-0.55366	
11881	4.6873	-0.55755	
11882	4.6876	-0.56141	
11883	4.6879	-0.56516	
11884	4.6883	-0.56868	
11885	4.6887	-0.5719	
11886	4.6891	-0.57473	
11887	4.6895	-0.57709	
11888	4.6899	-0.57891	
11889	4.6903	-0.58009	
11890	4.6908	-0.58052	
11891	4.6914	-0.57991	
11892	4.6921	-0.57813	
11893	4.6924	-0.5769	
11894	4.6928	-0.57538	
11895	4.6931	-0.57364	
11896	4.6935	-0.57178	
11897	4.6939	-0.56993	
11898	4.6943	-0.56819	
11899	4.6945	-0.56739	
11900	4.6947	-0.56651	
11901	4.695	-0.56565	
11902	4.6953	-0.56488	
11903	4.6956	-0.5643	
11904	4.6959	-0.56399	
11905	4.6962	-0.56402	
11906	4.6966	-0.56446	
11907	4.6969	-0.56535	
11908	4.6973	-0.56673	
11909	4.6976	-0.56864	
11910	4.6979	-0.57109	
11911	4.6983	-0.57411	
11912	4.6987	-0.57769	
11913	4.699	-0.58186	
11914	4.6994	-0.58659	
11915	4.6997	-0.59189	
11916	4.7001	-0.59774	
11917	4.7004	-0.60412	
11918	4.7008	-0.61101	
11919	4.7012	-0.61836	
11920	4.7015	-0.62614	
11921	4.7019	-0.6343	
11922	4.7023	-0.64279	
11923	4.7027	-0.65155	
11924	4.7031	-0.6605	
11925	4.7035	-0.66957	
11926	4.7039	-0.67867	
11927	4.7043	-0.6877	
11928	4.7048	-0.69657	
11929	4.7053	-0.70516	
11930	4.7057	-0.71339	
11931	4.7063	-0.72113	
11932	4.7068	-0.72833	
11933	4.7074	-0.73496	
11934	4.7082	-0.74121	
11935	4.709	-0.74647	
11936	4.7094	-0.74875	
11937	4.7098	-0.7511	
11938	4.7103	-0.75359	
11939	4.7107	-0.75634	
11940	4.7112	-0.75944	
11941	4.7114	-0.76116	
11942	4.7117	-0.76336	
11943	4.712	-0.76604	
11944	4.7123	-0.76924	
11945	4.7126	-0.77294	
11946	4.713	-0.77714	
11947	4.7134	-0.7818	
11948	4.7137	-0.78685	
11949	4.7141	-0.79224	
11950	4.7145	-0.79789	
11951	4.7148	-0.80372	
11952	4.7152	-0.80963	
11953	4.7156	-0.81556	
11954	4.7159	-0.82143	
11955	4.7163	-0.82715	
11956	4.7167	-0.83267	
11957	4.7171	-0.83791	
11958	4.7175	-0.84282	
11959	4.7179	-0.84735	
11960	4.7183	-0.85143	
11961	4.7187	-0.85502	
11962	4.7192	-0.85808	
11963	4.7198	-0.86058	
11964	4.7204	-0.86218	
11965	4.7207	-0.86257	
11966	4.7211	-0.86274	
11967	4.7215	-0.86267	
11968	4.7218	-0.86241	
11969	4.7222	-0.86202	
11970	4.7226	-0.8616	
11971	4.7228	-0.8614	
11972	4.7231	-0.8612	
11973	4.7233	-0.86103	
11974	4.7236	-0.86095	
11975	4.7239	-0.86101	
11976	4.7243	-0.86128	
11977	4.7246	-0.8618	
11978	4.7249	-0.86263	
11979	4.7253	-0.86381	
11980	4.7256	-0.86537	
11981	4.726	-0.86735	
11982	4.7263	-0.86977	
11983	4.7267	-0.87264	
11984	4.727	-0.87597	
11985	4.7274	-0.87977	
11986	4.7277	-0.88404	
11987	4.7281	-0.88876	
11988	4.7284	-0.89393	
11989	4.7288	-0.89953	
11990	4.7292	-0.90552	
11991	4.7295	-0.91189	
11992	4.7299	-0.9186	
11993	4.7303	-0.92559	
11994	4.7307	-0.93282	
11995	4.7311	-0.94023	
11996	4.7314	-0.94774	
11997	4.7318	-0.95529	
11998	4.7323	-0.96278	
11999	4.7327	-0.97013	
12000	4.7331	-0.97723	
12001	4.7336	-0.98398	
12002	4.734	-0.99027	
12003	4.7345	-0.99599	
12004	4.7351	-1.001	
12005	4.7357	-1.0053	
12006	4.7363	-1.0088	
12007	4.7371	-1.0115	
12008	4.7379	-1.0134	
12009	4.7383	-1.0144	
12010	4.7388	-1.0155	
12011	4.7392	-1.0171	
12012	4.7396	-1.0191	
12013	4.7399	-1.0204	
12014	4.7401	-1.0221	
12015	4.7404	-1.0243	
12016	4.7407	-1.0271	
12017	4.7411	-1.0306	
12018	4.7414	-1.0346	
12019	4.7418	-1.0392	
12020	4.7422	-1.0444	
12021	4.7425	-1.0501	
12022	4.7429	-1.0562	
12023	4.7433	-1.0626	
12024	4.7437	-1.0692	
12025	4.744	-1.076	
12026	4.7444	-1.0828	
12027	4.7448	-1.0896	
12028	4.7451	-1.0963	
12029	4.7455	-1.1028	
12030	4.7459	-1.1092	
12031	4.7463	-1.1152	
12032	4.7467	-1.1208	
12033	4.7472	-1.1261	
12034	4.7476	-1.131	
12035	4.7482	-1.1356	
