	Time [s]	Theta 1 (Bottom Pendulum) (Relative Rotation X) [°]	
6682	2.6418	-16.309	
6683	2.6422	-16.305	
6684	2.6425	-16.3	
6685	2.6429	-16.293	
6686	2.6433	-16.286	
6687	2.6436	-16.278	
6688	2.644	-16.268	
6689	2.6444	-16.257	
6690	2.6448	-16.245	
6691	2.6451	-16.232	
6692	2.6455	-16.217	
6693	2.6459	-16.201	
6694	2.6463	-16.183	
6695	2.6467	-16.163	
6696	2.6472	-16.141	
6697	2.6476	-16.117	
6698	2.648	-16.091	
6699	2.6485	-16.062	
6700	2.649	-16.031	
6701	2.6495	-15.997	
6702	2.65	-15.959	
6703	2.6506	-15.917	
6704	2.6513	-15.87	
6705	2.6521	-15.815	
6706	2.6529	-15.761	
6707	2.6533	-15.737	
6708	2.6537	-15.713	
6709	2.6542	-15.691	
6710	2.6547	-15.671	
6711	2.6549	-15.663	
6712	2.6552	-15.655	
6713	2.6555	-15.646	
6714	2.6558	-15.639	
6715	2.6562	-15.634	
6716	2.6565	-15.631	
6717	2.6569	-15.631	
6718	2.6573	-15.633	
6719	2.6577	-15.638	
6720	2.6581	-15.645	
6721	2.6584	-15.654	
6722	2.6586	-15.659	
6723	2.6589	-15.666	
6724	2.6591	-15.675	
6725	2.6594	-15.686	
6726	2.6598	-15.698	
6727	2.6601	-15.712	
6728	2.6604	-15.727	
6729	2.6608	-15.743	
6730	2.6612	-15.761	
6731	2.6616	-15.779	
6732	2.662	-15.798	
6733	2.6625	-15.818	
6734	2.663	-15.839	
6735	2.6636	-15.862	
6736	2.6642	-15.885	
6737	2.6645	-15.895	
6738	2.6649	-15.905	
6739	2.6653	-15.916	
6740	2.6657	-15.925	
6741	2.6661	-15.933	
6742	2.6665	-15.94	
6743	2.6667	-15.943	
6744	2.6669	-15.946	
6745	2.6672	-15.95	
6746	2.6675	-15.952	
6747	2.6678	-15.955	
6748	2.6682	-15.956	
6749	2.6685	-15.957	
6750	2.6688	-15.957	
6751	2.6692	-15.956	
6752	2.6696	-15.955	
6753	2.6699	-15.952	
6754	2.6703	-15.949	
6755	2.6706	-15.945	
6756	2.671	-15.94	
6757	2.6714	-15.934	
6758	2.6717	-15.927	
6759	2.6721	-15.919	
6760	2.6725	-15.91	
6761	2.6729	-15.9	
6762	2.6732	-15.889	
6763	2.6736	-15.877	
6764	2.674	-15.864	
6765	2.6744	-15.849	
6766	2.6748	-15.832	
6767	2.6752	-15.814	
6768	2.6756	-15.794	
6769	2.6761	-15.773	
6770	2.6765	-15.749	
6771	2.677	-15.723	
6772	2.6774	-15.694	
6773	2.6779	-15.663	
6774	2.6785	-15.628	
6775	2.679	-15.59	
6776	2.6797	-15.547	
6777	2.6804	-15.496	
6778	2.6812	-15.445	
6779	2.6816	-15.421	
6780	2.6821	-15.397	
6781	2.6825	-15.374	
6782	2.683	-15.355	
6783	2.6835	-15.338	
6784	2.6837	-15.331	
6785	2.684	-15.324	
6786	2.6843	-15.317	
6787	2.6846	-15.312	
6788	2.685	-15.309	
6789	2.6854	-15.308	
6790	2.6857	-15.309	
6791	2.6861	-15.312	
6792	2.6865	-15.317	
6793	2.6869	-15.325	
6794	2.6872	-15.334	
6795	2.6876	-15.346	
6796	2.688	-15.358	
6797	2.6884	-15.372	
6798	2.6888	-15.387	
6799	2.6892	-15.402	
6800	2.6896	-15.419	
6801	2.69	-15.436	
6802	2.6904	-15.454	
6803	2.6909	-15.472	
6804	2.6914	-15.49	
6805	2.6919	-15.51	
6806	2.6926	-15.532	
6807	2.6929	-15.542	
6808	2.6933	-15.552	
6809	2.6937	-15.561	
6810	2.6941	-15.57	
6811	2.6945	-15.578	
6812	2.6947	-15.582	
6813	2.6949	-15.585	
6814	2.6952	-15.589	
6815	2.6955	-15.592	
6816	2.6958	-15.595	
6817	2.6962	-15.598	
6818	2.6965	-15.599	
6819	2.6969	-15.6	
6820	2.6972	-15.6	
6821	2.6976	-15.599	
6822	2.698	-15.598	
6823	2.6983	-15.596	
6824	2.6987	-15.593	
6825	2.6991	-15.589	
6826	2.6994	-15.585	
6827	2.6998	-15.579	
6828	2.7002	-15.573	
6829	2.7005	-15.566	
6830	2.7009	-15.559	
6831	2.7013	-15.55	
6832	2.7017	-15.54	
6833	2.702	-15.529	
6834	2.7024	-15.518	
6835	2.7028	-15.504	
6836	2.7032	-15.49	
6837	2.7036	-15.474	
6838	2.704	-15.457	
6839	2.7045	-15.438	
6840	2.7049	-15.417	
6841	2.7053	-15.393	
6842	2.7058	-15.368	
6843	2.7063	-15.34	
6844	2.7068	-15.309	
6845	2.7074	-15.275	
6846	2.708	-15.237	
6847	2.7087	-15.194	
6848	2.7095	-15.145	
6849	2.7103	-15.1	
6850	2.7107	-15.079	
6851	2.7111	-15.06	
6852	2.7116	-15.042	
6853	2.712	-15.027	
6854	2.7122	-15.02	
6855	2.7125	-15.014	
6856	2.7128	-15.007	
6857	2.7131	-15.002	
6858	2.7135	-14.999	
6859	2.7139	-14.998	
6860	2.7142	-14.999	
6861	2.7146	-15.001	
6862	2.715	-15.006	
6863	2.7154	-15.013	
6864	2.7157	-15.022	
6865	2.7161	-15.032	
6866	2.7165	-15.044	
6867	2.7169	-15.057	
6868	2.7173	-15.071	
6869	2.7177	-15.086	
6870	2.7181	-15.101	
6871	2.7185	-15.117	
6872	2.7189	-15.133	
6873	2.7193	-15.15	
6874	2.7198	-15.168	
6875	2.7203	-15.186	
6876	2.721	-15.207	
6877	2.7214	-15.217	
6878	2.7218	-15.227	
6879	2.7222	-15.236	
6880	2.7226	-15.244	
6881	2.723	-15.252	
6882	2.7232	-15.255	
6883	2.7235	-15.258	
6884	2.7238	-15.262	
6885	2.7241	-15.265	
6886	2.7244	-15.267	
6887	2.7247	-15.27	
6888	2.7251	-15.271	
6889	2.7254	-15.272	
6890	2.7258	-15.272	
6891	2.7261	-15.271	
6892	2.7265	-15.27	
6893	2.7269	-15.268	
6894	2.7272	-15.265	
6895	2.7276	-15.262	
6896	2.728	-15.258	
6897	2.7283	-15.254	
6898	2.7287	-15.248	
6899	2.7291	-15.242	
6900	2.7294	-15.235	
6901	2.7298	-15.228	
6902	2.7302	-15.219	
6903	2.7306	-15.209	
6904	2.731	-15.199	
6905	2.7314	-15.187	
6906	2.7317	-15.174	
6907	2.7322	-15.16	
6908	2.7326	-15.145	
6909	2.733	-15.127	
6910	2.7334	-15.108	
6911	2.7339	-15.087	
6912	2.7343	-15.064	
6913	2.7348	-15.039	
6914	2.7353	-15.011	
6915	2.7359	-14.98	
6916	2.7365	-14.945	
6917	2.7372	-14.905	
6918	2.738	-14.86	
6919	2.7388	-14.817	
6920	2.7392	-14.798	
6921	2.7396	-14.779	
6922	2.7401	-14.763	
6923	2.7405	-14.748	
6924	2.7408	-14.742	
6925	2.741	-14.736	
6926	2.7413	-14.73	
6927	2.7417	-14.726	
6928	2.742	-14.723	
6929	2.7424	-14.722	
6930	2.7427	-14.723	
6931	2.7431	-14.726	
6932	2.7435	-14.731	
6933	2.7439	-14.738	
6934	2.7443	-14.747	
6935	2.7446	-14.757	
6936	2.745	-14.769	
6937	2.7454	-14.781	
6938	2.7458	-14.795	
6939	2.7462	-14.809	
6940	2.7466	-14.824	
6941	2.747	-14.84	
6942	2.7474	-14.856	
6943	2.7479	-14.873	
6944	2.7483	-14.889	
6945	2.7489	-14.907	
6946	2.7495	-14.928	
6947	2.7499	-14.937	
6948	2.7503	-14.947	
6949	2.7507	-14.956	
6950	2.7511	-14.964	
6951	2.7515	-14.972	
6952	2.7517	-14.975	
6953	2.752	-14.979	
6954	2.7522	-14.982	
6955	2.7526	-14.985	
6956	2.7529	-14.988	
6957	2.7532	-14.991	
6958	2.7536	-14.992	
6959	2.7539	-14.994	
6960	2.7543	-14.994	
6961	2.7546	-14.994	
6962	2.755	-14.993	
6963	2.7554	-14.992	
6964	2.7557	-14.99	
6965	2.7561	-14.987	
6966	2.7565	-14.984	
6967	2.7568	-14.98	
6968	2.7572	-14.976	
6969	2.7576	-14.97	
6970	2.7579	-14.965	
6971	2.7583	-14.958	
6972	2.7587	-14.951	
6973	2.7591	-14.942	
6974	2.7595	-14.933	
6975	2.7598	-14.923	
6976	2.7602	-14.912	
6977	2.7606	-14.899	
6978	2.7611	-14.885	
6979	2.7615	-14.87	
6980	2.7619	-14.853	
6981	2.7624	-14.834	
6982	2.7628	-14.813	
6983	2.7633	-14.79	
6984	2.7638	-14.765	
6985	2.7643	-14.736	
6986	2.7649	-14.705	
6987	2.7656	-14.669	
6988	2.7664	-14.626	
6989	2.7672	-14.586	
6990	2.7676	-14.567	
6991	2.7681	-14.549	
6992	2.7685	-14.533	
6993	2.769	-14.519	
6994	2.7692	-14.514	
6995	2.7695	-14.508	
6996	2.7698	-14.502	
6997	2.7701	-14.498	
6998	2.7705	-14.495	
6999	2.7708	-14.495	
7000	2.7712	-14.496	
7001	2.7716	-14.499	
7002	2.772	-14.505	
7003	2.7724	-14.512	
7004	2.7727	-14.521	
7005	2.7731	-14.531	
7006	2.7735	-14.543	
7007	2.7739	-14.556	
7008	2.7743	-14.57	
7009	2.7747	-14.584	
7010	2.7751	-14.6	
7011	2.7755	-14.616	
7012	2.7759	-14.632	
7013	2.7763	-14.649	
7014	2.7768	-14.666	
7015	2.7773	-14.683	
7016	2.7779	-14.703	
7017	2.7786	-14.722	
7018	2.7789	-14.73	
7019	2.7793	-14.739	
7020	2.7796	-14.747	
7021	2.78	-14.754	
7022	2.7804	-14.76	
7023	2.7808	-14.766	
7024	2.781	-14.768	
7025	2.7813	-14.771	
7026	2.7815	-14.773	
7027	2.7818	-14.776	
7028	2.7821	-14.778	
7029	2.7825	-14.779	
7030	2.7828	-14.78	
7031	2.7832	-14.781	
7032	2.7835	-14.781	
7033	2.7839	-14.78	
7034	2.7842	-14.779	
7035	2.7846	-14.777	
7036	2.7849	-14.775	
7037	2.7853	-14.772	
7038	2.7857	-14.768	
7039	2.786	-14.764	
7040	2.7864	-14.759	
7041	2.7868	-14.754	
7042	2.7872	-14.747	
7043	2.7875	-14.74	
7044	2.7879	-14.732	
7045	2.7883	-14.723	
7046	2.7887	-14.713	
7047	2.7891	-14.702	
7048	2.7895	-14.69	
7049	2.7899	-14.676	
7050	2.7904	-14.661	
7051	2.7908	-14.644	
7052	2.7912	-14.625	
7053	2.7917	-14.604	
7054	2.7922	-14.58	
7055	2.7928	-14.554	
7056	2.7933	-14.525	
7057	2.794	-14.492	
7058	2.7947	-14.453	
7059	2.7956	-14.414	
7060	2.796	-14.395	
7061	2.7964	-14.378	
7062	2.7969	-14.361	
7063	2.7973	-14.347	
7064	2.7978	-14.336	
7065	2.798	-14.332	
7066	2.7983	-14.328	
7067	2.7986	-14.324	
7068	2.799	-14.322	
7069	2.7993	-14.322	
7070	2.7997	-14.323	
7071	2.8	-14.327	
7072	2.8004	-14.332	
7073	2.8008	-14.34	
7074	2.8012	-14.349	
7075	2.8015	-14.359	
7076	2.8019	-14.371	
7077	2.8023	-14.385	
7078	2.8027	-14.399	
7079	2.8031	-14.414	
7080	2.8035	-14.43	
7081	2.8039	-14.447	
7082	2.8043	-14.464	
7083	2.8047	-14.481	
7084	2.8052	-14.499	
7085	2.8057	-14.517	
7086	2.8062	-14.537	
7087	2.8069	-14.558	
7088	2.8072	-14.567	
7089	2.8075	-14.577	
7090	2.8079	-14.587	
7091	2.8083	-14.596	
7092	2.8087	-14.604	
7093	2.8092	-14.611	
7094	2.8094	-14.614	
7095	2.8096	-14.617	
7096	2.8099	-14.621	
7097	2.8102	-14.624	
7098	2.8105	-14.627	
7099	2.8108	-14.63	
7100	2.8112	-14.632	
7101	2.8115	-14.633	
7102	2.8119	-14.634	
7103	2.8122	-14.635	
7104	2.8126	-14.634	
7105	2.8129	-14.634	
7106	2.8133	-14.632	
7107	2.8137	-14.63	
7108	2.814	-14.628	
7109	2.8144	-14.625	
7110	2.8148	-14.621	
7111	2.8151	-14.616	
7112	2.8155	-14.611	
7113	2.8159	-14.605	
7114	2.8163	-14.598	
7115	2.8167	-14.59	
7116	2.817	-14.582	
7117	2.8174	-14.572	
7118	2.8178	-14.561	
7119	2.8183	-14.548	
7120	2.8187	-14.534	
7121	2.8191	-14.519	
7122	2.8196	-14.501	
7123	2.82	-14.482	
7124	2.8205	-14.461	
7125	2.821	-14.437	
7126	2.8216	-14.41	
7127	2.8222	-14.38	
7128	2.8229	-14.346	
7129	2.8237	-14.307	
7130	2.8245	-14.271	
7131	2.8249	-14.255	
7132	2.8253	-14.24	
7133	2.8258	-14.226	
7134	2.8262	-14.215	
7135	2.8264	-14.211	
7136	2.8267	-14.207	
7137	2.827	-14.203	
7138	2.8273	-14.201	
7139	2.8277	-14.2	
7140	2.8281	-14.202	
7141	2.8284	-14.205	
7142	2.8288	-14.211	
7143	2.8292	-14.218	
7144	2.8296	-14.228	
7145	2.8299	-14.239	
7146	2.8303	-14.251	
7147	2.8307	-14.265	
7148	2.8311	-14.28	
7149	2.8315	-14.296	
7150	2.8319	-14.313	
7151	2.8323	-14.33	
7152	2.8327	-14.348	
7153	2.8331	-14.367	
7154	2.8335	-14.386	
7155	2.834	-14.405	
7156	2.8345	-14.426	
7157	2.8352	-14.45	
7158	2.8355	-14.462	
7159	2.8359	-14.474	
7160	2.8363	-14.486	
7161	2.8367	-14.496	
7162	2.8372	-14.506	
7163	2.8374	-14.511	
7164	2.8376	-14.516	
7165	2.8379	-14.521	
7166	2.8382	-14.526	
7167	2.8386	-14.531	
7168	2.8389	-14.535	
7169	2.8392	-14.539	
7170	2.8396	-14.542	
7171	2.84	-14.545	
7172	2.8403	-14.546	
7173	2.8407	-14.548	
7174	2.841	-14.548	
7175	2.8414	-14.548	
7176	2.8418	-14.548	
7177	2.8421	-14.546	
7178	2.8425	-14.544	
7179	2.8429	-14.542	
7180	2.8432	-14.538	
7181	2.8436	-14.534	
7182	2.844	-14.53	
7183	2.8444	-14.524	
7184	2.8447	-14.518	
7185	2.8451	-14.51	
7186	2.8455	-14.502	
7187	2.8459	-14.492	
7188	2.8463	-14.481	
7189	2.8467	-14.469	
7190	2.8471	-14.456	
7191	2.8476	-14.441	
7192	2.848	-14.424	
7193	2.8485	-14.405	
7194	2.8489	-14.384	
7195	2.8495	-14.36	
7196	2.85	-14.334	
7197	2.8506	-14.305	
7198	2.8512	-14.271	
7199	2.852	-14.232	
7200	2.8529	-14.195	
7201	2.8533	-14.178	
7202	2.8537	-14.162	
7203	2.8542	-14.148	
7204	2.8546	-14.136	
7205	2.8549	-14.131	
7206	2.8551	-14.127	
7207	2.8554	-14.123	
7208	2.8558	-14.121	
7209	2.8561	-14.12	
7210	2.8565	-14.121	
7211	2.8569	-14.125	
7212	2.8573	-14.13	
7213	2.8576	-14.138	
7214	2.858	-14.148	
7215	2.8584	-14.159	
7216	2.8588	-14.172	
7217	2.8592	-14.187	
7218	2.8595	-14.203	
7219	2.8599	-14.22	
7220	2.8603	-14.238	
7221	2.8607	-14.256	
7222	2.8611	-14.275	
7223	2.8615	-14.295	
7224	2.862	-14.315	
7225	2.8624	-14.336	
7226	2.8629	-14.358	
7227	2.8635	-14.383	
7228	2.8642	-14.407	
7229	2.8645	-14.418	
7230	2.8649	-14.43	
7231	2.8653	-14.441	
7232	2.8656	-14.451	
7233	2.866	-14.461	
7234	2.8664	-14.47	
7235	2.8666	-14.474	
7236	2.8669	-14.478	
7237	2.8672	-14.482	
7238	2.8675	-14.487	
7239	2.8678	-14.491	
7240	2.8681	-14.494	
7241	2.8684	-14.498	
7242	2.8688	-14.5	
7243	2.8691	-14.502	
7244	2.8695	-14.503	
7245	2.8698	-14.504	
7246	2.8702	-14.504	
7247	2.8706	-14.503	
7248	2.8709	-14.501	
7249	2.8713	-14.499	
7250	2.8717	-14.496	
7251	2.872	-14.493	
7252	2.8724	-14.488	
7253	2.8728	-14.483	
7254	2.8732	-14.476	
7255	2.8735	-14.469	
7256	2.8739	-14.461	
7257	2.8743	-14.451	
7258	2.8747	-14.44	
7259	2.8751	-14.428	
7260	2.8755	-14.415	
7261	2.876	-14.399	
7262	2.8764	-14.382	
7263	2.8769	-14.363	
7264	2.8773	-14.342	
7265	2.8778	-14.318	
7266	2.8784	-14.292	
7267	2.8789	-14.263	
7268	2.8795	-14.23	
7269	2.8803	-14.192	
7270	2.8811	-14.152	
7271	2.8815	-14.134	
7272	2.882	-14.116	
7273	2.8824	-14.1	
7274	2.8829	-14.085	
7275	2.8834	-14.074	
7276	2.8836	-14.07	
7277	2.8839	-14.066	
7278	2.8842	-14.063	
7279	2.8845	-14.062	
7280	2.8849	-14.062	
7281	2.8852	-14.065	
7282	2.8856	-14.07	
7283	2.886	-14.077	
7284	2.8864	-14.086	
7285	2.8867	-14.097	
7286	2.8871	-14.11	
7287	2.8875	-14.125	
7288	2.8879	-14.141	
7289	2.8883	-14.158	
7290	2.8887	-14.177	
7291	2.8891	-14.196	
7292	2.8895	-14.216	
7293	2.8899	-14.236	
7294	2.8903	-14.258	
7295	2.8907	-14.28	
7296	2.8912	-14.303	
7297	2.8917	-14.327	
7298	2.8924	-14.356	
7299	2.8928	-14.369	
7300	2.8931	-14.383	
7301	2.8935	-14.397	
7302	2.894	-14.41	
7303	2.8944	-14.421	
7304	2.8946	-14.427	
7305	2.8948	-14.433	
7306	2.8951	-14.439	
7307	2.8954	-14.446	
7308	2.8957	-14.452	
7309	2.8961	-14.457	
7310	2.8964	-14.462	
7311	2.8968	-14.466	
7312	2.8971	-14.469	
7313	2.8975	-14.472	
7314	2.8979	-14.474	
7315	2.8982	-14.475	
7316	2.8986	-14.475	
7317	2.899	-14.475	
7318	2.8993	-14.474	
7319	2.8997	-14.472	
7320	2.9001	-14.469	
7321	2.9004	-14.465	
7322	2.9008	-14.461	
7323	2.9012	-14.455	
7324	2.9015	-14.449	
7325	2.9019	-14.442	
7326	2.9023	-14.433	
7327	2.9027	-14.423	
7328	2.9031	-14.412	
7329	2.9035	-14.4	
7330	2.9039	-14.385	
7331	2.9043	-14.37	
7332	2.9048	-14.352	
7333	2.9052	-14.333	
7334	2.9057	-14.311	
7335	2.9062	-14.287	
7336	2.9067	-14.261	
7337	2.9072	-14.231	
7338	2.9078	-14.198	
7339	2.9085	-14.16	
7340	2.9093	-14.118	
7341	2.9101	-14.078	
7342	2.9105	-14.061	
7343	2.911	-14.044	
7344	2.9114	-14.03	
7345	2.9119	-14.018	
7346	2.9121	-14.014	
7347	2.9124	-14.01	
7348	2.9127	-14.006	
7349	2.913	-14.004	
7350	2.9134	-14.004	
7351	2.9137	-14.006	
7352	2.9141	-14.01	
7353	2.9145	-14.017	
7354	2.9148	-14.026	
7355	2.9152	-14.037	
7356	2.9156	-14.05	
7357	2.916	-14.065	
7358	2.9164	-14.081	
7359	2.9168	-14.099	
7360	2.9171	-14.118	
7361	2.9175	-14.137	
7362	2.9179	-14.158	
7363	2.9183	-14.18	
7364	2.9188	-14.202	
7365	2.9192	-14.224	
7366	2.9197	-14.248	
7367	2.9202	-14.273	
7368	2.9208	-14.303	
7369	2.9215	-14.33	
7370	2.9218	-14.343	
7371	2.9222	-14.356	
7372	2.9226	-14.368	
7373	2.923	-14.38	
7374	2.9234	-14.39	
7375	2.9238	-14.399	
7376	2.924	-14.404	
7377	2.9242	-14.408	
7378	2.9245	-14.413	
7379	2.9248	-14.418	
7380	2.9251	-14.422	
7381	2.9254	-14.426	
7382	2.9258	-14.429	
7383	2.9261	-14.431	
7384	2.9265	-14.433	
7385	2.9268	-14.434	
7386	2.9272	-14.434	
7387	2.9275	-14.433	
7388	2.9279	-14.431	
7389	2.9283	-14.429	
7390	2.9286	-14.426	
7391	2.929	-14.421	
7392	2.9294	-14.416	
7393	2.9297	-14.41	
7394	2.9301	-14.403	
7395	2.9305	-14.394	
7396	2.9309	-14.385	
7397	2.9313	-14.374	
7398	2.9317	-14.361	
7399	2.9321	-14.348	
7400	2.9325	-14.332	
7401	2.9329	-14.315	
7402	2.9333	-14.296	
7403	2.9338	-14.275	
7404	2.9342	-14.251	
7405	2.9347	-14.225	
7406	2.9352	-14.197	
7407	2.9358	-14.165	
7408	2.9364	-14.129	
7409	2.9371	-14.089	
7410	2.9379	-14.043	
7411	2.9387	-14.002	
7412	2.9391	-13.983	
7413	2.9395	-13.965	
7414	2.94	-13.95	
7415	2.9404	-13.937	
7416	2.9407	-13.932	
7417	2.9409	-13.928	
7418	2.9412	-13.924	
7419	2.9416	-13.921	
7420	2.9419	-13.92	
7421	2.9423	-13.922	
7422	2.9427	-13.926	
7423	2.943	-13.933	
7424	2.9434	-13.941	
7425	2.9438	-13.952	
7426	2.9442	-13.965	
7427	2.9446	-13.98	
7428	2.9449	-13.996	
7429	2.9453	-14.014	
7430	2.9457	-14.033	
7431	2.9461	-14.053	
7432	2.9465	-14.074	
7433	2.9469	-14.096	
7434	2.9473	-14.118	
7435	2.9478	-14.141	
7436	2.9482	-14.165	
7437	2.9488	-14.191	
7438	2.9494	-14.221	
7439	2.9501	-14.249	
7440	2.9504	-14.262	
7441	2.9508	-14.275	
7442	2.9512	-14.287	
7443	2.9516	-14.299	
7444	2.952	-14.309	
7445	2.9524	-14.318	
7446	2.9526	-14.322	
7447	2.9528	-14.327	
7448	2.9531	-14.332	
7449	2.9534	-14.336	
7450	2.9537	-14.34	
7451	2.954	-14.344	
7452	2.9543	-14.346	
7453	2.9547	-14.348	
7454	2.955	-14.35	
7455	2.9554	-14.35	
7456	2.9557	-14.35	
7457	2.9561	-14.348	
7458	2.9565	-14.346	
7459	2.9568	-14.343	
7460	2.9572	-14.339	
7461	2.9576	-14.333	
7462	2.9579	-14.327	
7463	2.9583	-14.32	
7464	2.9587	-14.312	
7465	2.9591	-14.302	
7466	2.9595	-14.291	
7467	2.9598	-14.279	
7468	2.9602	-14.265	
7469	2.9606	-14.25	
7470	2.9611	-14.233	
7471	2.9615	-14.214	
7472	2.9619	-14.193	
7473	2.9624	-14.17	
7474	2.9628	-14.145	
7475	2.9633	-14.117	
7476	2.9638	-14.086	
7477	2.9644	-14.052	
7478	2.965	-14.014	
7479	2.9657	-13.97	
7480	2.9665	-13.922	
7481	2.9673	-13.878	
7482	2.9677	-13.858	
7483	2.9681	-13.84	
7484	2.9686	-13.823	
7485	2.969	-13.809	
7486	2.9693	-13.804	
7487	2.9695	-13.798	
7488	2.9698	-13.794	
7489	2.9702	-13.791	
7490	2.9705	-13.789	
7491	2.9709	-13.79	
7492	2.9712	-13.794	
7493	2.9716	-13.8	
7494	2.972	-13.808	
7495	2.9724	-13.818	
7496	2.9728	-13.831	
7497	2.9731	-13.845	
7498	2.9735	-13.861	
7499	2.9739	-13.878	
7500	2.9743	-13.897	
7501	2.9747	-13.916	
7502	2.9751	-13.937	
7503	2.9755	-13.958	
7504	2.9759	-13.98	
7505	2.9763	-14.003	
7506	2.9768	-14.026	
7507	2.9773	-14.051	
7508	2.978	-14.081	
7509	2.9784	-14.095	
7510	2.9787	-14.11	
7511	2.9791	-14.125	
7512	2.9796	-14.138	
7513	2.98	-14.151	
7514	2.9802	-14.156	
7515	2.9804	-14.163	
7516	2.9807	-14.169	
7517	2.981	-14.175	
7518	2.9814	-14.181	
7519	2.9817	-14.186	
7520	2.9821	-14.191	
7521	2.9824	-14.194	
7522	2.9828	-14.197	
7523	2.9831	-14.199	
7524	2.9835	-14.2	
7525	2.9839	-14.2	
7526	2.9842	-14.199	
7527	2.9846	-14.197	
7528	2.985	-14.194	
7529	2.9853	-14.19	
7530	2.9857	-14.185	
7531	2.9861	-14.179	
7532	2.9864	-14.172	
7533	2.9868	-14.164	
7534	2.9872	-14.155	
7535	2.9876	-14.144	
7536	2.9879	-14.132	
7537	2.9883	-14.119	
7538	2.9887	-14.105	
7539	2.9891	-14.088	
7540	2.9895	-14.07	
7541	2.99	-14.051	
7542	2.9904	-14.029	
7543	2.9908	-14.005	
7544	2.9913	-13.978	
7545	2.9918	-13.949	
7546	2.9923	-13.917	
7547	2.9928	-13.882	
7548	2.9934	-13.842	
7549	2.9941	-13.798	
7550	2.9949	-13.747	
7551	2.9957	-13.699	
7552	2.9961	-13.677	
7553	2.9966	-13.656	
7554	2.997	-13.637	
7555	2.9975	-13.621	
7556	2.9977	-13.614	
7557	2.998	-13.607	
7558	2.9983	-13.601	
7559	2.9986	-13.596	
7560	2.999	-13.593	
7561	2.9993	-13.593	
7562	2.9997	-13.594	
7563	3.0001	-13.598	
7564	3.0005	-13.605	
7565	3.0008	-13.614	
7566	3.0012	-13.625	
7567	3.0016	-13.638	
7568	3.002	-13.652	
7569	3.0024	-13.668	
7570	3.0028	-13.685	
7571	3.0031	-13.703	
7572	3.0035	-13.722	
7573	3.004	-13.742	
7574	3.0044	-13.763	
7575	3.0048	-13.784	
7576	3.0053	-13.807	
7577	3.0058	-13.83	
7578	3.0064	-13.856	
7579	3.007	-13.881	
7580	3.0074	-13.893	
7581	3.0077	-13.904	
7582	3.0081	-13.916	
7583	3.0085	-13.926	
7584	3.0089	-13.936	
7585	3.0093	-13.944	
7586	3.0095	-13.947	
7587	3.0097	-13.951	
7588	3.01	-13.955	
7589	3.0103	-13.959	
7590	3.0106	-13.962	
7591	3.011	-13.964	
7592	3.0113	-13.966	
7593	3.0116	-13.967	
7594	3.012	-13.967	
7595	3.0123	-13.966	
7596	3.0127	-13.964	
7597	3.0131	-13.961	
7598	3.0134	-13.958	
7599	3.0138	-13.953	
7600	3.0142	-13.948	
7601	3.0145	-13.941	
7602	3.0149	-13.934	
7603	3.0153	-13.925	
7604	3.0156	-13.915	
7605	3.016	-13.904	
7606	3.0164	-13.892	
7607	3.0168	-13.878	
7608	3.0172	-13.863	
7609	3.0176	-13.846	
7610	3.018	-13.828	
7611	3.0184	-13.808	
7612	3.0188	-13.786	
7613	3.0193	-13.761	
7614	3.0197	-13.735	
7615	3.0202	-13.705	
7616	3.0207	-13.673	
7617	3.0212	-13.638	
7618	3.0218	-13.598	
7619	3.0225	-13.554	
7620	3.0232	-13.503	
7621	3.024	-13.451	
7622	3.0245	-13.427	
7623	3.0249	-13.404	
7624	3.0254	-13.382	
7625	3.0258	-13.363	
7626	3.0263	-13.348	
7627	3.0265	-13.341	
7628	3.0268	-13.335	
7629	3.0271	-13.329	
7630	3.0274	-13.325	
7631	3.0278	-13.322	
7632	3.0281	-13.322	
7633	3.0285	-13.324	
7634	3.0289	-13.328	
7635	3.0293	-13.335	
7636	3.0296	-13.344	
7637	3.03	-13.354	
7638	3.0304	-13.366	
7639	3.0308	-13.38	
7640	3.0312	-13.395	
7641	3.0316	-13.411	
7642	3.0319	-13.428	
7643	3.0323	-13.446	
7644	3.0328	-13.465	
7645	3.0332	-13.484	
7646	3.0336	-13.504	
7647	3.0341	-13.524	
7648	3.0347	-13.546	
7649	3.0353	-13.57	
7650	3.0356	-13.58	
7651	3.036	-13.591	
7652	3.0364	-13.602	
7653	3.0368	-13.612	
7654	3.0372	-13.621	
7655	3.0376	-13.628	
7656	3.0378	-13.632	
7657	3.0381	-13.635	
7658	3.0383	-13.638	
7659	3.0386	-13.641	
7660	3.039	-13.644	
7661	3.0393	-13.646	
7662	3.0396	-13.647	
7663	3.04	-13.647	
7664	3.0403	-13.647	
7665	3.0407	-13.645	
7666	3.0411	-13.643	
7667	3.0414	-13.64	
7668	3.0418	-13.636	
7669	3.0421	-13.631	
7670	3.0425	-13.625	
7671	3.0429	-13.618	
7672	3.0432	-13.61	
7673	3.0436	-13.602	
7674	3.044	-13.592	
7675	3.0444	-13.581	
7676	3.0447	-13.569	
7677	3.0451	-13.556	
7678	3.0455	-13.541	
7679	3.0459	-13.525	
7680	3.0463	-13.507	
7681	3.0467	-13.487	
7682	3.0471	-13.466	
7683	3.0476	-13.443	
7684	3.048	-13.417	
7685	3.0485	-13.389	
